Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1411",5,27929,""
2,"W4,1",1,1,0,"1580",5,24585,""
3,"W5,1",1,1,0,"1580",5,23887,""
4,"W6,1",1,1,1,"4",4,101952,""
5,"W7,1",1,1,1,"2",2,121424,""
6,"W8,1",1,1,1,"2",2,121145,""
7,"W9,2",1,1,0,"1580",5,25356,""
8,"W8,2",1,1,1,"4",4,82457,""
9,"W7,2",1,1,1,"4",4,90479,""
10,"W6,2",1,1,0,"1412",5,28790,""
11,"W5,2",1,1,1,"4",4,85833,""
12,"W4,2",1,1,0,"1580",5,23945,""
13,"W3,2",1,1,1,"2",2,108656,""
14,"W2,2",1,1,1,"2",2,107295,""
15,"W1,3",1,1,0,"1412",5,31998,""
16,"W2,3",1,1,0,"1580",5,23793,""
17,"W3,3",1,1,1,"2",2,109845,""
18,"W4,3",1,1,0,"1411",5,22775,""
19,"W5,3",1,1,0,"1580",5,23819,""
20,"W6,3",1,1,0,"1412",5,28310,""
21,"W7,3",1,1,0,"1414",5,15724,""
22,"W8,3",1,1,0,"1580",5,23812,""
23,"W9,3",1,1,1,"2",2,112081,""
24,"W10,3",1,1,0,"1580",5,23837,""
25,"W10,4",1,1,0,"1416",5,22235,""
26,"W9,4",1,1,1,"2",2,111149,""
27,"W8,4",1,1,1,"4",4,80591,""
28,"W7,4",1,1,0,"1411",5,22755,""
29,"W6,4",1,1,0,"1580",5,23844,""
30,"W5,4",1,1,0,"1411",5,19038,""
31,"W4,4",1,1,0,"1580",5,23818,""
32,"W3,4",1,1,0,"1580",5,23818,""
33,"W2,4",1,1,1,"2",2,114675,""
34,"W1,4",1,1,0,"1580",5,23872,""
35,"W1,5",1,1,0,"1580",5,23802,""
36,"W2,5",1,1,0,"1580",5,23796,""
37,"W3,5",1,1,0,"1416",5,22244,""
38,"W4,5",1,1,0,"1580",5,23833,""
39,"W5,5",1,1,0,"1580",5,23798,""
40,"W6,5",1,1,1,"2",2,122227,""
41,"W7,5",1,1,1,"2",2,119327,""
42,"W8,5",1,1,0,"1580",5,23838,""
43,"W9,5",1,1,0,"1411",5,22785,""
44,"W10,5",1,1,0,"1408",5,14377,""
45,"W10,6",1,1,0,"1412",5,32000,""
46,"W9,6",1,1,1,"4",4,93122,""
47,"W8,6",1,1,0,"1412",5,31979,""
48,"W7,6",1,1,1,"2",2,106641,""
49,"W6,6",1,1,0,"1411",5,19033,""
50,"W5,6",1,1,0,"1580",5,23807,""
51,"W4,6",1,1,1,"2",2,109992,""
52,"W3,6",1,1,1,"4",4,75022,""
53,"W2,6",1,1,0,"1412",5,28247,""
54,"W1,6",1,1,0,"1580",5,23847,""
55,"W2,7",1,1,0,"1580",5,23807,""
56,"W3,7",1,1,0,"1580",5,23827,""
57,"W4,7",1,1,0,"1412",5,28291,""
58,"W5,7",1,1,0,"1580",5,23828,""
59,"W6,7",1,1,0,"1580",5,23816,""
60,"W7,7",1,1,0,"1416",5,22253,""
61,"W8,7",1,1,0,"1580",5,23799,""
62,"W9,7",1,1,0,"1580",5,23833,""
63,"W7,8",1,1,1,"2",2,114977,""
64,"W6,8",1,1,1,"2",2,115424,""
65,"W5,8",1,1,0,"1580",5,23786,""
66,"W4,8",1,1,0,"1580",5,23839,""
