Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1580",5,49711,""
2,"W4,1",1,1,0,"1408",5,103510,""
3,"W5,1",1,1,1,"2",2,162194,""
4,"W6,1",1,1,0,"1111",6,1461,""
5,"W6,1",1,1,0,"1111",6,1419,""
6,"W7,1",1,1,0,"1111",6,1425,""
7,"W7,1",1,1,0,"1111",6,1428,""
8,"W8,1",1,1,0,"1580",5,99696,""
9,"W9,2",1,1,0,"1580",5,41993,""
10,"W8,2",1,1,0,"1131",7,4036,""
11,"W8,2",1,1,0,"1131",7,4028,""
12,"W7,2",1,1,0,"1580",5,29419,""
13,"W6,2",1,1,0,"1580",5,32216,""
14,"W5,2",1,1,0,"1580",5,32763,""
15,"W4,2",1,1,0,"1580",5,92746,""
16,"W3,2",1,1,0,"1580",5,93600,""
17,"W2,2",1,1,0,"1131",7,4027,""
18,"W2,2",1,1,0,"1131",7,4017,""
19,"W1,3",1,1,0,"1132",7,4543,""
20,"W1,3",1,1,0,"1132",7,4532,""
21,"W2,3",1,1,0,"1580",5,42016,""
22,"W3,3",1,1,1,"4",4,95419,""
23,"W4,3",1,1,0,"1131",7,4081,""
24,"W4,3",1,1,0,"1131",7,4027,""
25,"W5,3",1,1,0,"1580",5,26780,""
26,"W6,3",1,1,1,"4",4,86554,""
27,"W7,3",1,1,1,"2",2,110003,""
28,"W8,3",1,1,1,"4",4,77342,""
29,"W9,3",1,1,1,"2",2,122086,""
30,"W10,3",1,1,0,"1580",5,91846,""
31,"W10,4",1,1,0,"1580",5,32235,""
32,"W9,4",1,1,0,"1580",5,29404,""
33,"W8,4",1,1,0,"1580",5,41982,""
34,"W7,4",1,1,0,"1580",5,92300,""
35,"W6,4",1,1,0,"1580",5,32732,""
36,"W5,4",1,1,0,"1416",5,18526,""
37,"W4,4",1,1,0,"1416",5,22241,""
38,"W3,4",1,1,1,"4",4,75584,""
39,"W2,4",1,1,0,"1580",5,29438,""
40,"W1,4",1,1,0,"1580",5,91596,""
41,"W1,5",1,1,0,"1580",5,29391,""
42,"W2,5",1,1,0,"1113",6,2564,""
43,"W2,5",1,1,0,"1113",6,2532,""
44,"W3,5",1,1,0,"1580",5,28171,""
45,"W4,5",1,1,0,"1580",5,29394,""
46,"W5,5",1,1,0,"1580",5,29404,""
47,"W6,5",1,1,0,"1001",7,1191,""
48,"W6,5",1,1,0,"1001",7,1185,""
49,"W7,5",1,1,0,"1580",5,28160,""
50,"W8,5",1,1,0,"1580",5,85802,""
51,"W9,5",1,1,0,"1113",6,2561,""
52,"W9,5",1,1,0,"1113",6,2538,""
53,"W10,5",1,1,0,"1412",5,31978,""
54,"W10,6",1,1,0,"1580",5,32223,""
55,"W9,6",1,1,1,"4",4,72239,""
56,"W8,6",1,1,0,"1580",5,41975,""
57,"W7,6",1,1,0,"1580",5,29470,""
58,"W6,6",1,1,0,"1113",6,2558,""
59,"W6,6",1,1,0,"1113",6,2543,""
60,"W5,6",1,1,0,"1113",6,2547,""
61,"W5,6",1,1,0,"1113",6,2532,""
62,"W4,6",1,1,0,"1580",5,32259,""
63,"W3,6",1,1,0,"1412",5,28282,""
64,"W2,6",1,1,0,"1131",7,4037,""
65,"W2,6",1,1,0,"1131",7,4030,""
66,"W1,6",1,1,0,"1580",5,32240,""
67,"W2,7",1,1,0,"1580",5,42028,""
68,"W3,7",1,1,0,"1412",5,32078,""
69,"W4,7",1,1,1,"2",2,111704,""
70,"W5,7",1,1,0,"1411",5,19089,""
71,"W6,7",1,1,0,"1580",5,32226,""
72,"W7,7",1,1,0,"1412",5,32063,""
73,"W8,7",1,1,0,"1580",5,32252,""
74,"W9,7",1,1,0,"1580",5,32229,""
75,"W7,8",1,1,0,"1001",7,1196,""
76,"W7,8",1,1,0,"1001",7,1187,""
77,"W6,8",1,1,0,"1001",7,1189,""
78,"W6,8",1,1,0,"1001",7,1184,""
79,"W5,8",1,1,1,"4",4,76963,""
80,"W4,8",1,1,0,"1411",5,22741,""
