Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1111",6,1389,""
2,"W3,1",1,1,0,"1111",6,1427,""
3,"W4,1",1,1,0,"1111",6,1427,""
4,"W4,1",1,1,0,"1111",6,1419,""
5,"W5,1",1,1,0,"1111",6,1432,""
6,"W5,1",1,1,0,"1111",6,1417,""
7,"W6,1",1,1,0,"1580",5,31183,""
8,"W7,1",1,1,0,"1416",5,19975,""
9,"W8,1",1,1,0,"1580",5,24396,""
10,"W9,2",1,1,0,"1580",5,24458,""
11,"W8,2",1,1,0,"1113",6,2584,""
12,"W8,2",1,1,0,"1113",6,2549,""
13,"W7,2",1,1,0,"1580",5,24337,""
14,"W6,2",1,1,0,"1580",5,24350,""
15,"W5,2",1,1,0,"1580",5,24432,""
16,"W4,2",1,1,0,"1580",5,24334,""
17,"W3,2",1,1,0,"1580",5,24344,""
18,"W2,2",1,1,0,"1131",7,4054,""
19,"W1,3",1,1,0,"1580",5,24393,""
20,"W2,3",1,1,0,"1580",5,24375,""
21,"W3,3",1,1,1,"4",4,106538,""
22,"W4,3",1,1,0,"1131",7,4052,""
23,"W5,3",1,1,0,"1580",5,24365,""
24,"W6,3",1,1,1,"4",4,87000,""
25,"W7,3",1,1,1,"2",2,122871,""
26,"W8,3",1,1,1,"4",4,80737,""
27,"W9,3",1,1,1,"2",2,124344,""
28,"W10,3",1,1,0,"1580",5,24354,""
29,"W10,4",1,1,0,"1580",5,24388,""
30,"W9,4",1,1,0,"1580",5,24547,""
31,"W8,4",1,1,0,"1580",5,24407,""
32,"W7,4",1,1,0,"1113",6,2575,""
33,"W7,4",1,1,0,"1113",6,2564,""
34,"W6,4",1,1,0,"1113",6,2580,""
35,"W6,4",1,1,0,"1113",6,2543,""
36,"W5,4",1,1,0,"1113",6,2550,""
37,"W5,4",1,1,0,"1113",6,2546,""
38,"W4,4",1,1,0,"1113",6,2576,""
39,"W4,4",1,1,0,"1113",6,2555,""
40,"W3,4",1,1,0,"1113",6,2562,""
41,"W3,4",1,1,0,"1113",6,2545,""
42,"W2,4",1,1,0,"1113",6,2553,""
43,"W2,4",1,1,0,"1113",6,2540,""
44,"W1,4",1,1,0,"1113",6,2577,""
45,"W1,4",1,1,0,"1113",6,2548,""
46,"W1,5",1,1,0,"1113",6,2561,""
47,"W1,5",1,1,0,"1113",6,2561,""
48,"W2,5",1,1,0,"1113",6,2552,""
49,"W2,5",1,1,0,"1113",6,2560,""
50,"W3,5",1,1,0,"1113",6,2572,""
51,"W3,5",1,1,0,"1113",6,2552,""
52,"W4,5",1,1,0,"1113",6,2564,""
53,"W4,5",1,1,0,"1113",6,2553,""
54,"W5,5",1,1,0,"1113",6,2556,""
55,"W5,5",1,1,0,"1113",6,2579,""
56,"W6,5",1,1,0,"1001",7,1197,""
57,"W7,5",1,1,0,"1113",6,2575,""
58,"W7,5",1,1,0,"1113",6,2582,""
59,"W8,5",1,1,0,"1113",6,2543,""
60,"W8,5",1,1,0,"1113",6,2591,""
61,"W9,5",1,1,0,"1113",6,2569,""
62,"W9,5",1,1,0,"1113",6,2553,""
63,"W10,5",1,1,0,"1412",5,32668,""
64,"W10,6",1,1,0,"1580",5,24393,""
65,"W9,6",1,1,1,"4",4,79031,""
66,"W8,6",1,1,0,"1580",5,24508,""
67,"W7,6",1,1,0,"1580",5,24447,""
68,"W6,6",1,1,0,"1580",5,24385,""
69,"W5,6",1,1,0,"1580",5,24385,""
70,"W4,6",1,1,0,"1580",5,24455,""
71,"W3,6",1,1,0,"1412",5,28851,""
72,"W2,6",1,1,1,"4",4,89346,""
73,"W1,6",1,1,0,"1580",5,24393,""
74,"W2,7",1,1,0,"1580",5,24409,""
75,"W3,7",1,1,0,"1412",5,32558,""
76,"W4,7",1,1,1,"2",2,115290,""
77,"W5,7",1,1,0,"1411",5,19651,""
78,"W6,7",1,1,0,"1580",5,24400,""
79,"W7,7",1,1,0,"1412",5,32648,""
80,"W8,7",1,1,0,"1580",5,24393,""
81,"W9,7",1,1,0,"1580",5,24410,""
82,"W7,8",1,1,0,"1001",7,1189,""
83,"W6,8",1,1,0,"1131",7,4056,""
84,"W5,8",1,1,1,"4",4,80185,""
85,"W4,8",1,1,0,"1411",5,23364,""
