Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8365394",0,1,1,"2",2,132939,""
2,"8365396",0,1,1,"2",2,120736,""
3,"8365399",0,1,0,"1111",6,1451,""
4,"8365399",0,1,0,"1111",6,1385,""
5,"8365399",0,1,1,"2",2,112967,""
6,"8365400",0,1,0,"1111",6,1388,""
7,"8365400",0,1,0,"1111",6,1374,""
8,"8365400",0,1,0,"1111",6,1382,""
9,"8365400",0,1,1,"4",4,90089,""
10,"8365401",0,1,1,"2",2,105361,""
11,"8365404",0,1,1,"2",2,109239,""
12,"8365414",0,1,0,"1111",6,1391,""
13,"8365414",0,1,0,"1111",6,1388,""
14,"8365414",0,1,1,"4",4,71200,""
15,"8365419",0,1,1,"2",2,103300,""
