Test Suite,Test,Test#,Pattern,Wafer,Site,Pin,Device,Device ID,Value,Unit,P/F,Time,TS Time,Print To Data Log
"Device_Power_Up","vdd_core",721101,"",0,1,"vdd_core",1,"8987561",0.0998987,"V","P",1.00921,***,""
"supply_short","supply_short_vcs_pll",211002,"",0,1,"vcs_pll",1,"8987561",0.0170444,"mA","P",0.181754,***,""
"supply_short","supply_short_vcs_pm_1",211003,"",0,1,"vcs_pm_1",1,"8987561",0.0211253,"mA","P",0.181754,***,""
"supply_short","supply_short_vcs_pm_2",211004,"",0,1,"vcs_pm_2",1,"8987561",0.0269103,"mA","P",0.181754,***,""
"supply_short","supply_short_vcsio_pll",211007,"",0,1,"vcsio_pll",1,"8987561",0.000374525,"mA","P",0.181754,***,""
"supply_short","supply_short_vcsio_ts",211008,"",0,1,"vcsio_ts",1,"8987561",0.00754197,"mA","P",0.181754,***,""
"supply_short","supply_short_vcsio_vs_1",211009,"",0,1,"vcsio_vs_1",1,"8987561",0.00131527,"mA","P",0.181754,***,""
"supply_short","supply_short_vcsio_vs_2",211010,"",0,1,"vcsio_vs_2",1,"8987561",-0.000175588,"mA","P",0.181754,***,""
"supply_short","supply_short_vdd_io_clk",211005,"",0,1,"vdd_io_clk",1,"8987561",0.0138996,"mA","P",0.181754,***,""
"supply_short","supply_short_vdd_pll",211006,"",0,1,"vdd_pll",1,"8987561",0.0160382,"mA","P",0.181754,***,""
"supply_short","supply_short_vddio_io_clk",211011,"",0,1,"vddio_io_clk",1,"8987561",0.00460003,"mA","P",0.181754,***,""
"supply_short","supply_short_vddio_pll",211012,"",0,1,"vddio_pll",1,"8987561",0.00179043,"mA","P",0.181754,***,""
"supply_short","supply_short_vddio_rx",211013,"",0,1,"vddio_rx",1,"8987561",0.0751517,"mA","P",0.181754,***,""
"supply_short","supply_short_vddio_tx",211014,"",0,1,"vddio_tx",1,"8987561",0.106602,"mA","P",0.181754,***,""
"supply_short","supply_short_vdd_core",211001,"",0,1,"vdd_core",1,"8987561",368.977,"mA","P",0.181754,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"",0,1,"io_req_pad_size_0",1,"8987561",0.762446,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_30",110002,"",0,1,"io_req_pad_data_30",1,"8987561",0.76252,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_13",110003,"",0,1,"io_req_pad_data_13",1,"8987561",0.762223,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_5",110004,"",0,1,"io_req_pad_addr_5",1,"8987561",0.762622,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_1",110005,"",0,1,"io_req_pad_size_1",1,"8987561",0.762577,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_9",110006,"",0,1,"io_req_pad_addr_9",1,"8987561",0.762572,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_4",110007,"",0,1,"dft_scan_scan_out_pad_o_4",1,"8987561",0.287473,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_8",110008,"",0,1,"io_req_pad_data_8",1,"8987561",0.762614,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_4",110009,"",0,1,"io_req_pad_data_4",1,"8987561",0.762518,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_30",110010,"",0,1,"io_rsp_pad_data_30",1,"8987561",0.285326,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_26",110011,"",0,1,"io_rsp_pad_data_26",1,"8987561",0.286967,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_18",110012,"",0,1,"io_req_pad_data_18",1,"8987561",0.76252,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_8",110013,"",0,1,"io_req_pad_addr_8",1,"8987561",0.762654,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_4",110014,"",0,1,"io_req_pad_addr_4",1,"8987561",0.762359,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_21",110015,"",0,1,"io_rsp_pad_data_21",1,"8987561",0.285487,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_1",110016,"",0,1,"io_req_pad_data_1",1,"8987561",0.762252,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tck_pad_i",110017,"",0,1,"tap_tck_pad_i",1,"8987561",0.76254,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_size_1",110018,"",0,1,"io_rsp_pad_size_1",1,"8987561",0.28356,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tdi_pad_i",110019,"",0,1,"tap_tdi_pad_i",1,"8987561",0.762379,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_2",110020,"",0,1,"dft_scan_scan_out_pad_o_2",1,"8987561",0.285747,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_addr_valid",110021,"",0,1,"io_rsp_pad_addr_valid",1,"8987561",0.283914,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_7",110022,"",0,1,"io_rsp_pad_data_7",1,"8987561",0.28548,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_2",110023,"",0,1,"io_req_pad_addr_2",1,"8987561",0.762201,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_15",110024,"",0,1,"io_req_pad_addr_15",1,"8987561",0.762423,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_pmon_d_clk0_pad_o",110025,"",0,1,"pmon_d_clk0_pad_o",1,"8987561",0.285859,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_18",110026,"",0,1,"io_rsp_pad_data_18",1,"8987561",0.286351,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_8",110027,"",0,1,"dft_scan_scan_out_pad_o_8",1,"8987561",0.286836,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_14",110028,"",0,1,"io_rsp_pad_data_14",1,"8987561",0.2868,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_20",110029,"",0,1,"io_req_pad_data_20",1,"8987561",0.762191,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_tap_rstn_pad_i",110030,"",0,1,"tap_rstn_pad_i",1,"8987561",0.762247,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_12",110031,"",0,1,"dft_scan_scan_out_pad_o_12",1,"8987561",0.286524,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_24",110032,"",0,1,"io_req_pad_addr_24",1,"8987561",0.762419,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_1500_shiftwr_pad_i",110033,"",0,1,"dft_1500_shiftwr_pad_i",1,"8987561",0.762606,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_1500_wrstn_pad_i",110034,"",0,1,"dft_1500_wrstn_pad_i",1,"8987561",0.762698,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_12",110035,"",0,1,"io_req_pad_addr_12",1,"8987561",0.762617,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_in_pad_i_12",110036,"",0,1,"dft_scan_scan_in_pad_i_12",1,"8987561",0.762567,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_in_pad_i_1",110037,"",0,1,"dft_scan_scan_in_pad_i_1",1,"8987561",0.76241,"V","P",0.148409,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_lpg2_pad_i",110038,"",0,1,"dft_scan_lpg2_pad_i",1,"8987561",0.762809,"V","P",0.148409,***,""
