Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1580",5,42517,""
2,"W4,1",1,1,1,"4",4,109477,""
3,"W5,1",1,1,1,"4",4,78642,""
4,"W6,1",1,1,0,"1412",5,28061,""
5,"W7,1",1,1,0,"1411",5,26090,""
6,"W8,1",1,1,0,"1580",5,23599,""
7,"W9,2",1,1,0,"1131",7,3843,""
8,"W8,2",1,1,1,"2",2,131844,""
9,"W7,2",1,1,1,"4",4,83751,""
10,"W6,2",1,1,0,"1493",5,14301,""
11,"W5,2",1,1,0,"1580",5,23635,""
12,"W4,2",1,1,0,"1580",5,23591,""
13,"W3,2",1,1,0,"1580",5,23588,""
14,"W2,2",1,1,0,"1412",5,33136,""
15,"W1,3",1,1,0,"1411",5,23990,""
16,"W2,3",1,1,0,"1411",5,18845,""
17,"W3,3",1,1,0,"1411",5,23430,""
18,"W4,3",1,1,1,"2",2,113274,""
19,"W5,3",1,1,1,"4",4,80242,""
20,"W6,3",1,1,0,"1411",5,18844,""
21,"W7,3",1,1,0,"1580",5,23640,""
22,"W8,3",1,1,0,"1408",5,10472,""
23,"W9,3",1,1,0,"1407",5,19736,""
24,"W10,3",1,1,0,"1131",7,3824,""
25,"W10,4",1,1,1,"4",4,84832,""
26,"W9,4",1,1,0,"1580",5,23600,""
27,"W8,4",1,1,0,"1412",5,28058,""
28,"W7,4",1,1,0,"1580",5,23666,""
29,"W6,4",1,1,0,"1580",5,23564,""
30,"W5,4",1,1,1,"4",4,93554,""
31,"W4,4",1,1,0,"1580",5,23568,""
32,"W3,4",1,1,0,"1580",5,23557,""
33,"W2,4",1,1,0,"1412",5,33120,""
34,"W1,4",1,1,0,"1434",5,20067,""
35,"W1,5",1,1,1,"2",2,120100,""
36,"W2,5",1,1,0,"1580",5,23575,""
37,"W3,5",1,1,0,"1411",5,18831,""
38,"W4,5",1,1,1,"2",2,107252,""
39,"W5,5",1,1,0,"1580",5,23565,""
40,"W6,5",1,1,0,"1580",5,23620,""
41,"W7,5",1,1,0,"1580",5,23578,""
42,"W8,5",1,1,0,"1580",5,23576,""
43,"W9,5",1,1,0,"1580",5,23645,""
44,"W10,5",1,1,0,"1407",5,22347,""
45,"W10,6",1,1,0,"1407",5,24974,""
46,"W9,6",1,1,1,"2",2,119451,""
47,"W8,6",1,1,0,"1001",7,1193,""
48,"W7,6",1,1,0,"1412",5,28055,""
49,"W6,6",1,1,0,"1412",5,28045,""
50,"W5,6",1,1,0,"1580",5,23590,""
51,"W4,6",1,1,0,"1580",5,23597,""
52,"W3,6",1,1,1,"2",2,108480,""
53,"W2,6",1,1,0,"1580",5,23598,""
54,"W1,6",1,1,0,"1580",5,23619,""
55,"W2,7",1,1,0,"1407",5,22406,""
56,"W3,7",1,1,0,"1580",5,23568,""
57,"W4,7",1,1,0,"1580",5,23622,""
58,"W5,7",1,1,0,"1411",5,23969,""
59,"W6,7",1,1,1,"2",2,106311,""
60,"W7,7",1,1,0,"1580",5,23606,""
61,"W8,7",1,1,0,"1580",5,23567,""
62,"W9,7",1,1,0,"1580",5,23563,""
63,"W7,8",1,1,0,"1407",5,22370,""
64,"W6,8",1,1,0,"1407",5,19738,""
65,"W5,8",1,1,0,"1580",5,23604,""
66,"W4,8",1,1,0,"1407",5,22352,""
