Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8371661",0,1,0,"1113",6,3564,""
2,"8371661",0,1,0,"1580",5,25062,""
3,"8371662",0,1,1,"2",2,133746,""
4,"8371663",0,1,0,"1580",5,22501,""
5,"8371664",0,1,1,"4",4,92434,""
6,"8371665",0,1,1,"2",2,123359,""
7,"8371666",0,1,1,"4",4,83655,""
8,"8371667",0,1,0,"1001",7,1236,""
9,"8371667",0,1,0,"1001",7,1216,""
10,"8371667",0,1,0,"1001",7,1218,""
11,"8371668",0,1,1,"2",2,113561,""
12,"8371669",0,1,0,"1580",5,22547,""
13,"8371670",0,1,1,"2",2,114157,""
14,"8371671",0,1,0,"1580",5,22532,""
15,"8371672",0,1,0,"1580",5,22529,""
16,"8371673",0,1,0,"1580",5,22501,""
17,"8371674",0,1,0,"1580",5,22552,""
18,"8371675",0,1,0,"1580",5,22508,""
19,"8371676",0,1,0,"1580",5,22520,""
20,"8371677",0,1,0,"1580",5,22514,""
21,"8371678",0,1,0,"1580",5,22495,""
22,"8371679",0,1,0,"1580",5,22512,""
23,"8371680",0,1,0,"1580",5,22488,""
24,"8371681",0,1,0,"1580",5,22484,""
25,"8371682",0,1,0,"1001",7,1220,""
26,"8371683",0,1,0,"1001",7,1219,""
27,"8371683",0,1,0,"1001",7,1218,""
28,"8371682",0,1,0,"1001",7,1221,""
29,"8371683",0,1,0,"1132",7,3883,""
30,"8371683",0,1,0,"1132",7,3889,""
31,"8371684",0,1,0,"1580",5,22500,""
32,"8371685",0,1,1,"2",2,111507,""
33,"8371686",0,1,1,"4",4,85009,""
34,"8371687",0,1,0,"1580",5,22504,""
35,"8371688",0,1,0,"1580",5,22504,""
36,"8371689",0,1,1,"2",2,104936,""
37,"8371690",0,1,0,"1580",5,22491,""
