Test Suite,Test,Test#,Pattern,Wafer,Site,Pin,Device,Device ID,Value,Unit,P/F,Time,TS Time,Print To Data Log
"Device_Power_Up","vdd_core",721101,"",1,1,"vdd_core",1,"8365395",0.0998987,"V","P",1.4007,***,"061324003"
"supply_short","supply_short_vcs_pll",211002,"",1,1,"vcs_pll",1,"8365395",0.0170444,"mA","P",0.189051,***,""
"supply_short","supply_short_vcs_pm_1",211003,"",1,1,"vcs_pm_1",1,"8365395",0.00926662,"mA","P",0.189051,***,""
"supply_short","supply_short_vcs_pm_2",211004,"",1,1,"vcs_pm_2",1,"8365395",0.0150517,"mA","P",0.189051,***,""
"supply_short","supply_short_vcsio_pll",211007,"",1,1,"vcsio_pll",1,"8365395",0.00432622,"mA","P",0.189051,***,""
"supply_short","supply_short_vcsio_ts",211008,"",1,1,"vcsio_ts",1,"8365395",0.0114938,"mA","P",0.189051,***,""
"supply_short","supply_short_vcsio_vs_1",211009,"",1,1,"vcsio_vs_1",1,"8365395",0.00526719,"mA","P",0.189051,***,""
"supply_short","supply_short_vcsio_vs_2",211010,"",1,1,"vcsio_vs_2",1,"8365395",-0.000175588,"mA","P",0.189051,***,""
"supply_short","supply_short_vdd_io_clk",211005,"",1,1,"vdd_io_clk",1,"8365395",0.00203999,"mA","P",0.189051,***,""
"supply_short","supply_short_vdd_pll",211006,"",1,1,"vdd_pll",1,"8365395",0.0120864,"mA","P",0.189051,***,""
"supply_short","supply_short_vddio_io_clk",211011,"",1,1,"vddio_io_clk",1,"8365395",0.00460003,"mA","P",0.189051,***,""
"supply_short","supply_short_vddio_pll",211012,"",1,1,"vddio_pll",1,"8365395",-0.00215829,"mA","P",0.189051,***,""
"supply_short","supply_short_vddio_rx",211013,"",1,1,"vddio_rx",1,"8365395",0.0554152,"mA","P",0.189051,***,""
"supply_short","supply_short_vddio_tx",211014,"",1,1,"vddio_tx",1,"8365395",0.0671143,"mA","P",0.189051,***,""
"supply_short","supply_short_vdd_core",211001,"",1,1,"vdd_core",1,"8365395",368.856,"mA","P",0.189051,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"",1,1,"io_req_pad_size_0",1,"8365395",0.764893,"V","P",0.199341,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_30",110002,"",1,1,"io_req_pad_data_30",1,"8365395",0.76491,"V","P",0.199341,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_13",110003,"",1,1,"io_req_pad_data_13",1,"8365395",0.764556,"V","P",0.199341,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_5",110004,"",1,1,"io_req_pad_addr_5",1,"8365395",0.76467,"V","P",0.199341,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_1",110005,"",1,1,"io_req_pad_size_1",1,"8365395",0.764967,"V","P",0.199341,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_9",110006,"",1,1,"io_req_pad_addr_9",1,"8365395",0.764622,"V","P",0.199341,***,""
