Test Suite,Test,Test#,Pattern,Wafer,Site,Pin,Device,Device ID,Value,Unit,P/F,Time,TS Time,Print To Data Log
"Device_Power_Up","vdd_core",721101,"",0,1,"vdd_core",1,"8362801",0.0998987,"V","P",1.08689,***,"061324003"
"supply_short","supply_short_vcs_pll",211002,"",0,1,"vcs_pll",1,"8362801",0.0170444,"mA","P",0.188942,***,""
"supply_short","supply_short_vcs_pm_1",211003,"",0,1,"vcs_pm_1",1,"8362801",0.0171724,"mA","P",0.188942,***,""
"supply_short","supply_short_vcs_pm_2",211004,"",0,1,"vcs_pm_2",1,"8362801",0.0150517,"mA","P",0.188942,***,""
"supply_short","supply_short_vcsio_pll",211007,"",0,1,"vcsio_pll",1,"8362801",0.00432622,"mA","P",0.188942,***,""
"supply_short","supply_short_vcsio_ts",211008,"",0,1,"vcsio_ts",1,"8362801",0.00359017,"mA","P",0.188942,***,""
"supply_short","supply_short_vcsio_vs_1",211009,"",0,1,"vcsio_vs_1",1,"8362801",0.00526719,"mA","P",0.188942,***,""
"supply_short","supply_short_vcsio_vs_2",211010,"",0,1,"vcsio_vs_2",1,"8362801",0.00377748,"mA","P",0.188942,***,""
"supply_short","supply_short_vdd_io_clk",211005,"",0,1,"vdd_io_clk",1,"8362801",0.0059932,"mA","P",0.188942,***,""
"supply_short","supply_short_vdd_pll",211006,"",0,1,"vdd_pll",1,"8362801",0.0160382,"mA","P",0.188942,***,""
"supply_short","supply_short_vddio_io_clk",211011,"",0,1,"vddio_io_clk",1,"8362801",0.00460003,"mA","P",0.188942,***,""
"supply_short","supply_short_vddio_pll",211012,"",0,1,"vddio_pll",1,"8362801",0.00573914,"mA","P",0.188942,***,""
"supply_short","supply_short_vddio_rx",211013,"",0,1,"vddio_rx",1,"8362801",0.0514679,"mA","P",0.188942,***,""
"supply_short","supply_short_vddio_tx",211014,"",0,1,"vddio_tx",1,"8362801",0.106602,"mA","P",0.188942,***,""
"supply_short","supply_short_vdd_core",211001,"",0,1,"vdd_core",1,"8362801",459.638,"mA","P",0.188942,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"",0,1,"io_req_pad_size_0",1,"8362801",0.763755,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_30",110002,"",0,1,"io_req_pad_data_30",1,"8362801",0.763658,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_13",110003,"",0,1,"io_req_pad_data_13",1,"8362801",0.763646,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_5",110004,"",0,1,"io_req_pad_addr_5",1,"8362801",0.763589,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_1",110005,"",0,1,"io_req_pad_size_1",1,"8362801",0.763772,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_9",110006,"",0,1,"io_req_pad_addr_9",1,"8362801",0.76354,"V","P",0.195772,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_4",110007,"",0,1,"dft_scan_scan_out_pad_o_4",1,"8362801",0.287302,"V","P",0.195772,***,""
