SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"4","TOP ONLY",1,87.5,7,87.5,1,0
"1407","PMBIST_POST_BURN_fail",1,12.5,1,12.5,1,0
