Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"Calc_ZRX_off_VDDMin",22075004,"",0,1,"RXN",17,63.2911,"KOhm","P",0.0164561,***,""
"RXP_Zon_VDDMax",84000001,"",0,1,"RXP",17,5.14945,"mA","P",0.0140855,***,""
"RXN_Zon_VDDMax",84010001,"",0,1,"RXN",17,5.13835,"mA","P",0.0140855,***,""
"RXP_Zon_Delta",84020001,"",0,1,"RXP",17,1.98661,"mA","P",0.0140855,***,""
"RXN_Zon_Delta",84030001,"",0,1,"RXN",17,1.98577,"mA","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045007,"",0,1,"RXP",17,47.4256,"Ohm","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045008,"",0,1,"RXN",17,47.58,"Ohm","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045009,"",0,1,"RXP+RXN",17,95.0056,"Ohm","P",0.0140855,***,""
"RXP_Zoff_VDDMax",84050001,"",0,1,"RXP",17,-2.721,"uA","P",0.0163746,***,""
"RXN_Zoff_VDDMax",84060001,"",0,1,"RXN",17,-3.159,"uA","P",0.0163746,***,""
"Calc_ZRX_off_VDDMax",84075003,"",0,1,"RXP",17,73.5024,"KOhm","P",0.0163746,***,""
"Calc_ZRX_off_VDDMax",84075004,"",0,1,"RXN",17,63.3112,"KOhm","P",0.0163746,***,""
"TXP_I_Short_VDDMin",21000001,"",0,1,"TXP_SHRT",17,-23.6169,"mA","P",0.0384157,***,""
"TXN_I_Short_VDDMin",21010001,"",0,1,"TXN_SHRT",17,-26.2921,"mA","P",0.0384157,***,""
"TXP_I_Short_VDDMax",21030001,"",0,1,"TXP_SHRT",17,-30.2318,"mA","P",0.0384157,***,""
"TXN_I_Short_VDDMax",21040001,"",0,1,"TXN_SHRT",17,-33.9097,"mA","P",0.0384157,***,""
"TX_VCM_Idle_VDDMin",17000001,"",0,1,"TX_Vcm_Meas",17,0.908156,"V","P",0.0759116,***,""
"TX_VCM_Active_VDDMin",17010001,"",0,1,"TX_Vcm_Meas",17,0.885223,"V","P",0.0759116,***,""
"TX_VCM_Active_Idle_Delta_VDDMin",17025001,"",0,1,"@",17,-22.933,"mV","P",0.0759116,***,""
"TX_VCM_Idle_VDDMax",17030001,"",0,1,"TX_Vcm_Meas",17,1.19372,"V","P",0.0775967,***,""
"TX_VCM_Active_VDDMax",17040001,"",0,1,"TX_Vcm_Meas",17,1.17124,"V","P",0.0775967,***,""
"TX_VCM_Active_Idle_Delta_VDDMax",17055001,"",0,1,"@",17,-22.479,"mV","P",0.0775967,***,""
"PHYPCIe_VODPre_Min",20045007,"",0,1,"TXP+TXN",17,0.84988,"V","P",0.0396167,***,""
"PHYPCIe_VODDe_Min",20045008,"",0,1,"TXP+TXN",17,566.496,"mV","P",0.0396167,***,""
"PHYPCIe_VODdB_Min",20045009,"",0,1,"TXP+TXN",17,-3.52321,"dB","P",0.0396167,***,""
"PHYPCIe_VODPre_Max",20095007,"",0,1,"TXP+TXN",17,0.884202,"V","P",0.0390841,***,""
"PHYPCIe_VODDe_Max",20095008,"",0,1,"TXP+TXN",17,588.927,"mV","P",0.0390841,***,""
"PHYPCIe_VODdB_Max",20095009,"",0,1,"TXP+TXN",17,-3.5298,"dB","P",0.0390841,***,""
"PHYPCIe_Vreg_T",42000001,"",0,1,"@",17,19.4664,"mV","P",0.224859,***,""
"PHYPCIe_Vreg_T",42010001,"",0,1,"@",17,1.49995,"V","P",0.0150637,***,""
"PHYPCIe_Vreg_T",42030001,"",0,1,"@",17,1.49916,"V","P",0.0144761,***,""
"SpecLevels_Vmin_60ns_MPB_nandtree_DPM_st",204,"",0,1,"@",17,1,"","P",0.0127521,***,""
"SpecLevels_Vmin_60ns_MPB_nandtree_dis_DPM_st",10204,"",0,1,"@",17,1,"","P",0.011361,***,""
"SpecLevels_Vmin_120ns_MPB_volvoh_DPM",207,"",0,1,"@",17,1,"","P",0.0115645,***,""
"VIH_VIL_Vmin_60ns_MPB_nandtree_DPM_st",210,"",0,1,"@",17,1,"","P",0.0117388,***,""
"VIH_VIL_Vmin_60ns_MPB_nandtree_dis_DPM_st",10210,"",0,1,"@",17,1,"","P",0.011426,***,""
"SpecLevels_Vmax_60ns_MPB_nandtree_DPM_st",220,"",0,1,"@",17,1,"","P",0.0105292,***,""
"SpecLevels_Vmax_60ns_MPB_nandtree_dis_DPM_st",10220,"",0,1,"@",17,1,"","P",0.0103469,***,""
"SpecLevels_Vmax_120ns_MPB_volvoh_DPM",223,"",0,1,"@",17,1,"","P",0.0106001,***,""
"VIH_VIL_Vmax_60ns_MPB_nandtree_DPM_st",226,"",0,1,"@",17,1,"","P",0.0113518,***,""
"VIH_VIL_Vmax_60ns_MPB_nandtree_dis_DPM_st",10226,"",0,1,"@",17,1,"","P",0.0110172,***,""
"IIHIO_BQ0084T",16000001,"",0,1,"CBE1_Z",17,6.718,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000002,"",0,1,"AD3",17,6.836,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000003,"",0,1,"AD15",17,6.751,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000004,"",0,1,"AD8",17,6.771,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000005,"",0,1,"AD14",17,6.733,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000006,"",0,1,"AD25",17,6.749,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000007,"",0,1,"PERR_Z",17,6.758,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000008,"",0,1,"AD13",17,6.759,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000009,"",0,1,"FRAME_Z",17,6.786,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000010,"",0,1,"AD26",17,6.83,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000011,"",0,1,"AD18",17,6.718,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000012,"",0,1,"CLKOUT3",17,6.786,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000013,"",0,1,"CBE0_Z",17,6.835,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000014,"",0,1,"REQ1_Z",17,6.806,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000015,"",0,1,"AD1",17,6.855,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000016,"",0,1,"AD28",17,6.778,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000017,"",0,1,"PRST_Z",17,6.847,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000018,"",0,1,"REQ4_Z",17,6.791,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000019,"",0,1,"REQ5_Z",17,6.819,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000020,"",0,1,"INTA_Z",17,6.821,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000021,"",0,1,"REQ0_Z",17,6.868,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000022,"",0,1,"AD5",17,6.756,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000023,"",0,1,"SERR_Z",17,6.75,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000024,"",0,1,"GNT4_Z",17,6.844,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000025,"",0,1,"GNT1_Z",17,6.831,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000026,"",0,1,"AD24",17,6.817,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000027,"",0,1,"GNT5_Z",17,6.692,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000028,"",0,1,"GNT3_Z",17,6.769,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000029,"",0,1,"INTC_Z",17,6.748,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000030,"",0,1,"STOP_Z",17,6.716,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000031,"",0,1,"AD16",17,6.705,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000032,"",0,1,"CLK",17,6.785,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000033,"",0,1,"CLKOUT5",17,6.816,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000034,"",0,1,"AD23",17,6.754,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000035,"",0,1,"REQ2_Z",17,6.832,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000036,"",0,1,"CLKOUT2",17,6.871,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000037,"",0,1,"AD4",17,6.863,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000038,"",0,1,"AD10",17,6.808,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000039,"",0,1,"AD31",17,6.823,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000040,"",0,1,"CLKOUT6",17,6.777,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000041,"",0,1,"DEVSEL_Z",17,6.731,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000042,"",0,1,"REQ3_Z",17,6.835,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000043,"",0,1,"AD11",17,6.727,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000044,"",0,1,"AD9",17,6.818,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000045,"",0,1,"AD7",17,6.911,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000046,"",0,1,"AD29",17,6.828,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000047,"",0,1,"M66EN",17,6.928,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000048,"",0,1,"CLKOUT0",17,6.789,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000049,"",0,1,"INTB_Z",17,6.702,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000050,"",0,1,"CBE2_Z",17,6.714,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000051,"",0,1,"SERIRQ",17,6.899,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000052,"",0,1,"IRDY_Z",17,6.802,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000053,"",0,1,"AD22",17,6.822,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000054,"",0,1,"TRDY_Z",17,6.698,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000055,"",0,1,"AD0",17,6.864,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000056,"",0,1,"AD20",17,6.712,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000057,"",0,1,"INTD_Z",17,6.768,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000058,"",0,1,"AD6",17,6.829,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000059,"",0,1,"GNT0_Z",17,6.826,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000060,"",0,1,"AD19",17,6.765,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000061,"",0,1,"AD21",17,6.746,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000062,"",0,1,"GNT2_Z",17,6.86,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000063,"",0,1,"AD27",17,6.833,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000064,"",0,1,"AD30",17,6.736,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000065,"",0,1,"AD2",17,6.772,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000066,"",0,1,"PAR",17,6.809,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000067,"",0,1,"AD17",17,6.716,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000068,"",0,1,"LOCK_Z",17,6.835,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000069,"",0,1,"AD12",17,6.808,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000070,"",0,1,"CLKOUT4",17,6.725,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000071,"",0,1,"CBE3_Z",17,6.823,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000072,"",0,1,"CLKOUT1",17,6.815,"uA","P",0.0273895,***,""
"IIHIO_IC33TFSHY",16010001,"",0,1,"POWER_GOOD",17,-0.012,"uA","P",0.0167706,***,""
"IIHIO_IC33TFSHY",16010002,"",0,1,"PME_Z",17,0.002,"uA","P",0.0167706,***,""
"IOZH_BC3350BTOD",16020001,"",0,1,"WAKE_Z",17,0.007,"uA","P",0.0163985,***,""
"IIHIO_IC33T",16030001,"",0,1,"REFCLK_SEL",17,0,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030002,"",0,1,"PC0",17,0,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030003,"",0,1,"PC1",17,0.001,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030004,"",0,1,"PC2",17,0.001,"uA","P",0.0184574,***,""
"IIHIO_BAFTHRU33T_XI",16040000,"",0,1,"XI",17,22.834,"uA","P",0.016243,***,""
"IIHIO_BAFTHRU33T_CPS",16040001,"",0,1,"CPS",17,-0.116,"uA","P",0.016243,***,""
"IIHIO_BC3350CT",16050001,"",0,1,"GPIO5",17,0,"uA","P",0.0165566,***,""
"IIHIO_BFTHRU33",16060001,"",0,1,"VREG_PD33",17,-0.008,"uA","P",0.0162719,***,""
"IIHIO_BFTHRU33",16060002,"",0,1,"REFCLK_DIV_SEL",17,-0.008,"uA","P",0.0162719,***,""
"IIHIO_PCIXREFIN",16070001,"",0,1,"REFCLK100N",17,-0.018,"uA","P",0.0163539,***,""
"IIHIO_PCIXREFIN",16070002,"",0,1,"REFCLK100P",17,-0.013,"uA","P",0.0163539,***,""
"IIHIO_RX",16080001,"",0,1,"RXP",17,0.679,"uA","P",0.0161864,***,""
"IIHIO_RX",16080002,"",0,1,"RXN",17,0.775,"uA","P",0.0161864,***,""
"IIHIO_RSVD",16090001,"",0,1,"DEBUG_PORT1",17,-0.742,"uA","P",0.0172512,***,""
"IIHIO_RSVD",16090002,"",0,1,"DEBUG_PORT2",17,-0.727,"uA","P",0.0172512,***,""
"IIHIO_IC33TPD_PDON",16100001,"",0,1,"CLKRUN_EN",17,112.181,"uA","P",0.0162083,***,""
"IIHIO_IC33TPD_PDON",16100002,"",0,1,"EXT_ARB_EN",17,112.036,"uA","P",0.0162083,***,""
"IIHIO_IC33SHYPD_PDON",16110001,"",0,1,"TEST0",17,99.578,"uA","P",0.0160085,***,""
"IIHIO_IC33SHYPD_PDOFF",16120001,"",0,1,"TEST0",17,-0.006,"uA","P",0.0160868,***,""
"IIHIO_BC3350CTPU_PUOFF",16130001,"",0,1,"GPIO2",17,-0.017,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130002,"",0,1,"GPIO4",17,-0.008,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130003,"",0,1,"GPIO3",17,-0.011,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130004,"",0,1,"GPIO6",17,-0.018,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130005,"",0,1,"GPIO7",17,-0.014,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130006,"",0,1,"GPIO0",17,0.008,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130007,"",0,1,"GPIO1",17,0.005,"uA","P",0.0172278,***,""
"IIHIO_IC33SHYPU_PUOFF",16140001,"",0,1,"PHY_TEST_MA",17,-0.008,"uA","P",0.0165472,***,""
"IIHIO_IC33SHYPU_PUOFF",16140002,"",0,1,"GRST_Z",17,-0.002,"uA","P",0.0165472,***,""
"IILIO_BQ0084T",16150001,"",0,1,"CBE1_Z",17,-0.026,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150002,"",0,1,"AD3",17,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150003,"",0,1,"AD15",17,-0.008,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150004,"",0,1,"AD8",17,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150005,"",0,1,"AD14",17,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150006,"",0,1,"AD25",17,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150007,"",0,1,"PERR_Z",17,-0.027,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150008,"",0,1,"AD13",17,0.001,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150009,"",0,1,"FRAME_Z",17,0.001,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150010,"",0,1,"AD26",17,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150011,"",0,1,"AD18",17,-0.017,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150012,"",0,1,"CLKOUT3",17,-0.02,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150013,"",0,1,"CBE0_Z",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150014,"",0,1,"REQ1_Z",17,-0.027,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150015,"",0,1,"AD1",17,-0.003,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150016,"",0,1,"AD28",17,-0.023,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150017,"",0,1,"PRST_Z",17,-0.02,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150018,"",0,1,"REQ4_Z",17,-0.032,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150019,"",0,1,"REQ5_Z",17,-0.015,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150020,"",0,1,"INTA_Z",17,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150021,"",0,1,"REQ0_Z",17,-0.022,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150022,"",0,1,"AD5",17,-0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150023,"",0,1,"SERR_Z",17,-0.021,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150024,"",0,1,"GNT4_Z",17,-0.009,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150025,"",0,1,"GNT1_Z",17,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150026,"",0,1,"AD24",17,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150027,"",0,1,"GNT5_Z",17,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150028,"",0,1,"GNT3_Z",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150029,"",0,1,"INTC_Z",17,-0.038,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150030,"",0,1,"STOP_Z",17,-0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150031,"",0,1,"AD16",17,-0.019,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150032,"",0,1,"CLK",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150033,"",0,1,"CLKOUT5",17,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150034,"",0,1,"AD23",17,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150035,"",0,1,"REQ2_Z",17,-0.026,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150036,"",0,1,"CLKOUT2",17,-0.015,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150037,"",0,1,"AD4",17,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150038,"",0,1,"AD10",17,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150039,"",0,1,"AD31",17,-0.014,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150040,"",0,1,"CLKOUT6",17,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150041,"",0,1,"DEVSEL_Z",17,-0.002,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150042,"",0,1,"REQ3_Z",17,-0.024,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150043,"",0,1,"AD11",17,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150044,"",0,1,"AD9",17,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150045,"",0,1,"AD7",17,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150046,"",0,1,"AD29",17,0.003,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150047,"",0,1,"M66EN",17,-0.024,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150048,"",0,1,"CLKOUT0",17,-0.019,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150049,"",0,1,"INTB_Z",17,-0.035,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150050,"",0,1,"CBE2_Z",17,-0.021,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150051,"",0,1,"SERIRQ",17,-0.009,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150052,"",0,1,"IRDY_Z",17,-0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150053,"",0,1,"AD22",17,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150054,"",0,1,"TRDY_Z",17,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150055,"",0,1,"AD0",17,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150056,"",0,1,"AD20",17,-0.02,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150057,"",0,1,"INTD_Z",17,-0.03,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150058,"",0,1,"AD6",17,-0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150059,"",0,1,"GNT0_Z",17,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150060,"",0,1,"AD19",17,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150061,"",0,1,"AD21",17,0.009,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150062,"",0,1,"GNT2_Z",17,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150063,"",0,1,"AD27",17,-0.002,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150064,"",0,1,"AD30",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150065,"",0,1,"AD2",17,-0.001,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150066,"",0,1,"PAR",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150067,"",0,1,"AD17",17,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150068,"",0,1,"LOCK_Z",17,-0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150069,"",0,1,"AD12",17,0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150070,"",0,1,"CLKOUT4",17,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150071,"",0,1,"CBE3_Z",17,-0.014,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150072,"",0,1,"CLKOUT1",17,-0.026,"uA","P",0.0268787,***,""
"IILIO_IC33TFSHY",16160001,"",0,1,"POWER_GOOD",17,-0.003,"uA","P",0.017694,***,""
"IILIO_IC33TFSHY",16160002,"",0,1,"PME_Z",17,-0.002,"uA","P",0.017694,***,""
"IILIO_IC33T",16170001,"",0,1,"REFCLK_SEL",17,-0.002,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170002,"",0,1,"PC0",17,-0.002,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170003,"",0,1,"PC1",17,-0.001,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170004,"",0,1,"PC2",17,0,"uA","P",0.0185135,***,""
"IILIO_BAFTHRU33T",16180001,"",0,1,"XI",17,-22.277,"uA","P",0.0163457,***,""
"IILIO_BAFTHRU33T",16180002,"",0,1,"CPS",17,-0.125,"uA","P",0.0163457,***,""
"IILIO_BC3350CT",16190001,"",0,1,"GPIO5",17,-0.009,"uA","P",0.0161223,***,""
"IILIO_BFTHRU33",16200001,"",0,1,"VREG_PD33",17,-0.016,"uA","P",0.0163011,***,""
"IILIO_BFTHRU33",16200002,"",0,1,"REFCLK_DIV_SEL",17,-0.013,"uA","P",0.0163011,***,""
"IILIO_PCIXREFIN",16210001,"",0,1,"REFCLK100N",17,-0.003,"uA","P",0.0173109,***,""
"IILIO_PCIXREFIN",16210002,"",0,1,"REFCLK100P",17,-0.002,"uA","P",0.0173109,***,""
"IILIO_RX",16220001,"",0,1,"RXP",17,-0.009,"uA","P",0.0163145,***,""
"IILIO_RX",16220002,"",0,1,"RXN",17,-0.016,"uA","P",0.0163145,***,""
"IOZL_BC3350BTOD",16230001,"",0,1,"WAKE_Z",17,0.015,"uA","P",0.0159457,***,""
"IILIO_BC3350CTPU_PUON",16240001,"",0,1,"GPIO2",17,-112.696,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240002,"",0,1,"GPIO4",17,-112.077,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240003,"",0,1,"GPIO3",17,-112.284,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240004,"",0,1,"GPIO6",17,-112.131,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240005,"",0,1,"GPIO7",17,-111.546,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240006,"",0,1,"GPIO0",17,-113.348,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240007,"",0,1,"GPIO1",17,-112.265,"uA","P",0.0169179,***,""
"IILIO_IC33SHYPU_PUON",16250001,"",0,1,"PHY_TEST_MA",17,-115.208,"uA","P",0.0162941,***,""
"IILIO_IC33SHYPU_PUON",16250002,"",0,1,"GRST_Z",17,-111.484,"uA","P",0.0162941,***,""
"IILIO_RSVD",16260001,"",0,1,"DEBUG_PORT1",17,-0.025,"uA","P",0.0163684,***,""
"IILIO_RSVD",16260002,"",0,1,"DEBUG_PORT2",17,0.001,"uA","P",0.0163684,***,""
"IILIO_BC3350CTPU_PUOFF",16270001,"",0,1,"GPIO2",17,-0.026,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270002,"",0,1,"GPIO4",17,-0.016,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270003,"",0,1,"GPIO3",17,-0.015,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270004,"",0,1,"GPIO6",17,-0.023,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270005,"",0,1,"GPIO7",17,-0.016,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270006,"",0,1,"GPIO0",17,0.008,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270007,"",0,1,"GPIO1",17,0.002,"uA","P",0.017178,***,""
"IILIO_IC33SHYPU_PUOFF",16280001,"",0,1,"PHY_TEST_MA",17,-0.015,"uA","P",0.0160954,***,""
"IILIO_IC33SHYPD_PDOFF",16290001,"",0,1,"TEST0",17,-0.149,"uA","P",0.0165015,***,""
"IILIO_IC33TPD_PDOFF",16300001,"",0,1,"CLKRUN_EN",17,-0.042,"uA","P",0.0161817,***,""
