Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"RXN_Zon_VDDMin",22010001,"",0,2,"RXN",30,5.14922,"mA","P",0.0156165,***,""
"RXP_Zon_Delta",22020001,"",0,2,"RXP",30,1.89079,"mA","P",0.0156165,***,""
"RXN_Zon_Delta",22030001,"",0,2,"RXN",30,2.00502,"mA","P",0.0156165,***,""
"Calc_ZRX_on_VDDMin",22045007,"",0,2,"RXP",30,50.4227,"Ohm","P",0.0156165,***,""
"Calc_ZRX_on_VDDMin",22045008,"",0,2,"RXN",30,47.707,"Ohm","P",0.0156165,***,""
"Calc_ZRX_on_VDDMin",22045009,"",0,2,"RXP+RXN",30,98.1297,"Ohm","P",0.0156165,***,""
"RXP_Zoff_VDDMin",22050001,"",0,2,"RXP",30,-2.639,"uA","P",0.0164561,***,""
"RXN_Zoff_VDDMin",22060001,"",0,2,"RXN",30,-3.133,"uA","P",0.0164561,***,""
"Calc_ZRX_off_VDDMin",22075003,"",0,2,"RXP",30,75.7863,"KOhm","P",0.0164561,***,""
"Calc_ZRX_off_VDDMin",22075004,"",0,2,"RXN",30,63.8366,"KOhm","P",0.0164561,***,""
"RXP_Zon_VDDMax",84000001,"",0,2,"RXP",30,4.91629,"mA","P",0.0140855,***,""
"RXN_Zon_VDDMax",84010001,"",0,2,"RXN",30,5.20388,"mA","P",0.0140855,***,""
"RXP_Zon_Delta",84020001,"",0,2,"RXP",30,1.89858,"mA","P",0.0140855,***,""
"RXN_Zon_Delta",84030001,"",0,2,"RXN",30,2.01381,"mA","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045007,"",0,2,"RXP",30,49.7065,"Ohm","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045008,"",0,2,"RXN",30,47.0209,"Ohm","P",0.0140855,***,""
"Calc_ZRX_on_VDDMax",84045009,"",0,2,"RXP+RXN",30,96.7274,"Ohm","P",0.0140855,***,""
"RXP_Zoff_VDDMax",84050001,"",0,2,"RXP",30,-2.652,"uA","P",0.0163746,***,""
"RXN_Zoff_VDDMax",84060001,"",0,2,"RXN",30,-3.133,"uA","P",0.0163746,***,""
"Calc_ZRX_off_VDDMax",84075003,"",0,2,"RXP",30,75.4148,"KOhm","P",0.0163746,***,""
"Calc_ZRX_off_VDDMax",84075004,"",0,2,"RXN",30,63.8366,"KOhm","P",0.0163746,***,""
"TXP_I_Short_VDDMin",21000001,"",0,2,"TXP_SHRT",30,-23.3724,"mA","P",0.0384157,***,""
"TXN_I_Short_VDDMin",21010001,"",0,2,"TXN_SHRT",30,-26.1679,"mA","P",0.0384157,***,""
"TXP_I_Short_VDDMax",21030001,"",0,2,"TXP_SHRT",30,-29.9479,"mA","P",0.0384157,***,""
"TXN_I_Short_VDDMax",21040001,"",0,2,"TXN_SHRT",30,-33.7999,"mA","P",0.0384157,***,""
"TX_VCM_Idle_VDDMin",17000001,"",0,2,"TX_Vcm_Meas",30,0.890204,"V","P",0.0759116,***,""
"TX_VCM_Active_VDDMin",17010001,"",0,2,"TX_Vcm_Meas",30,0.876331,"V","P",0.0759116,***,""
"TX_VCM_Active_Idle_Delta_VDDMin",17025001,"",0,2,"@",30,-13.873,"mV","P",0.0759116,***,""
"TX_VCM_Idle_VDDMax",17030001,"",0,2,"TX_Vcm_Meas",30,1.17779,"V","P",0.0775967,***,""
"TX_VCM_Active_VDDMax",17040001,"",0,2,"TX_Vcm_Meas",30,1.16307,"V","P",0.0775967,***,""
"TX_VCM_Active_Idle_Delta_VDDMax",17055001,"",0,2,"@",30,-14.726,"mV","P",0.0775967,***,""
"PHYPCIe_VODPre_Min",20045007,"",0,2,"TXP+TXN",30,0.863937,"V","P",0.0396167,***,""
"PHYPCIe_VODDe_Min",20045008,"",0,2,"TXP+TXN",30,573.633,"mV","P",0.0396167,***,""
"PHYPCIe_VODdB_Min",20045009,"",0,2,"TXP+TXN",30,-3.55696,"dB","P",0.0396167,***,""
"PHYPCIe_VODPre_Max",20095007,"",0,2,"TXP+TXN",30,0.89744,"V","P",0.0390841,***,""
"PHYPCIe_VODDe_Max",20095008,"",0,2,"TXP+TXN",30,595.411,"mV","P",0.0390841,***,""
"PHYPCIe_VODdB_Max",20095009,"",0,2,"TXP+TXN",30,-3.56378,"dB","P",0.0390841,***,""
"PHYPCIe_Vreg_T",42000001,"",0,2,"@",30,14.1631,"mV","P",0.224859,***,""
"PHYPCIe_Vreg_T",42010001,"",0,2,"@",30,1.47774,"V","P",0.0150637,***,""
"PHYPCIe_Vreg_T",42030001,"",0,2,"@",30,1.47632,"V","P",0.0144761,***,""
"SpecLevels_Vmin_60ns_MPB_nandtree_DPM_st",204,"",0,2,"@",30,1,"","P",0.0127521,***,""
"SpecLevels_Vmin_60ns_MPB_nandtree_dis_DPM_st",10204,"",0,2,"@",30,1,"","P",0.011361,***,""
"SpecLevels_Vmin_120ns_MPB_volvoh_DPM",207,"",0,2,"@",30,1,"","P",0.0115645,***,""
"VIH_VIL_Vmin_60ns_MPB_nandtree_DPM_st",210,"",0,2,"@",30,1,"","P",0.0117388,***,""
"VIH_VIL_Vmin_60ns_MPB_nandtree_dis_DPM_st",10210,"",0,2,"@",30,1,"","P",0.011426,***,""
"SpecLevels_Vmax_60ns_MPB_nandtree_DPM_st",220,"",0,2,"@",30,1,"","P",0.0105292,***,""
"SpecLevels_Vmax_60ns_MPB_nandtree_dis_DPM_st",10220,"",0,2,"@",30,1,"","P",0.0103469,***,""
"SpecLevels_Vmax_120ns_MPB_volvoh_DPM",223,"",0,2,"@",30,1,"","P",0.0106001,***,""
"VIH_VIL_Vmax_60ns_MPB_nandtree_DPM_st",226,"",0,2,"@",30,1,"","P",0.0113518,***,""
"VIH_VIL_Vmax_60ns_MPB_nandtree_dis_DPM_st",10226,"",0,2,"@",30,1,"","P",0.0110172,***,""
"IIHIO_BQ0084T",16000001,"",0,2,"CBE1_Z",30,6.463,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000002,"",0,2,"AD3",30,6.604,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000003,"",0,2,"AD15",30,6.541,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000004,"",0,2,"AD8",30,6.579,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000005,"",0,2,"AD14",30,6.495,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000006,"",0,2,"AD25",30,6.6,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000007,"",0,2,"PERR_Z",30,6.469,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000008,"",0,2,"AD13",30,6.566,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000009,"",0,2,"FRAME_Z",30,6.435,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000010,"",0,2,"AD26",30,6.638,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000011,"",0,2,"AD18",30,6.646,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000012,"",0,2,"CLKOUT3",30,6.553,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000013,"",0,2,"CBE0_Z",30,6.537,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000014,"",0,2,"REQ1_Z",30,6.582,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000015,"",0,2,"AD1",30,6.61,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000016,"",0,2,"AD28",30,6.733,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000017,"",0,2,"PRST_Z",30,6.612,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000018,"",0,2,"REQ4_Z",30,6.602,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000019,"",0,2,"REQ5_Z",30,6.656,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000020,"",0,2,"INTA_Z",30,6.561,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000021,"",0,2,"REQ0_Z",30,6.655,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000022,"",0,2,"AD5",30,6.576,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000023,"",0,2,"SERR_Z",30,6.494,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000024,"",0,2,"GNT4_Z",30,6.617,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000025,"",0,2,"GNT1_Z",30,6.517,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000026,"",0,2,"AD24",30,6.656,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000027,"",0,2,"GNT5_Z",30,6.686,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000028,"",0,2,"GNT3_Z",30,6.656,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000029,"",0,2,"INTC_Z",30,6.632,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000030,"",0,2,"STOP_Z",30,6.62,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000031,"",0,2,"AD16",30,6.623,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000032,"",0,2,"CLK",30,6.566,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000033,"",0,2,"CLKOUT5",30,6.668,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000034,"",0,2,"AD23",30,6.69,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000035,"",0,2,"REQ2_Z",30,6.601,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000036,"",0,2,"CLKOUT2",30,6.588,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000037,"",0,2,"AD4",30,6.71,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000038,"",0,2,"AD10",30,6.688,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000039,"",0,2,"AD31",30,6.6,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000040,"",0,2,"CLKOUT6",30,6.568,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000041,"",0,2,"DEVSEL_Z",30,6.507,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000042,"",0,2,"REQ3_Z",30,6.56,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000043,"",0,2,"AD11",30,6.514,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000044,"",0,2,"AD9",30,6.494,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000045,"",0,2,"AD7",30,6.65,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000046,"",0,2,"AD29",30,6.576,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000047,"",0,2,"M66EN",30,6.628,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000048,"",0,2,"CLKOUT0",30,6.634,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000049,"",0,2,"INTB_Z",30,6.599,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000050,"",0,2,"CBE2_Z",30,6.564,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000051,"",0,2,"SERIRQ",30,6.648,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000052,"",0,2,"IRDY_Z",30,6.474,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000053,"",0,2,"AD22",30,6.566,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000054,"",0,2,"TRDY_Z",30,6.559,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000055,"",0,2,"AD0",30,6.591,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000056,"",0,2,"AD20",30,6.537,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000057,"",0,2,"INTD_Z",30,6.648,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000058,"",0,2,"AD6",30,6.511,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000059,"",0,2,"GNT0_Z",30,6.553,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000060,"",0,2,"AD19",30,6.541,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000061,"",0,2,"AD21",30,6.567,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000062,"",0,2,"GNT2_Z",30,6.648,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000063,"",0,2,"AD27",30,6.64,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000064,"",0,2,"AD30",30,6.659,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000065,"",0,2,"AD2",30,6.699,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000066,"",0,2,"PAR",30,6.498,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000067,"",0,2,"AD17",30,6.631,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000068,"",0,2,"LOCK_Z",30,6.681,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000069,"",0,2,"AD12",30,6.635,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000070,"",0,2,"CLKOUT4",30,6.579,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000071,"",0,2,"CBE3_Z",30,6.617,"uA","P",0.0273895,***,""
"IIHIO_BQ0084T",16000072,"",0,2,"CLKOUT1",30,6.557,"uA","P",0.0273895,***,""
"IIHIO_IC33TFSHY",16010001,"",0,2,"POWER_GOOD",30,0,"uA","P",0.0167706,***,""
"IIHIO_IC33TFSHY",16010002,"",0,2,"PME_Z",30,-0.009,"uA","P",0.0167706,***,""
"IOZH_BC3350BTOD",16020001,"",0,2,"WAKE_Z",30,-0.004,"uA","P",0.0163985,***,""
"IIHIO_IC33T",16030001,"",0,2,"REFCLK_SEL",30,-0.001,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030002,"",0,2,"PC0",30,-0.001,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030003,"",0,2,"PC1",30,0,"uA","P",0.0184574,***,""
"IIHIO_IC33T",16030004,"",0,2,"PC2",30,0,"uA","P",0.0184574,***,""
"IIHIO_BAFTHRU33T_XI",16040000,"",0,2,"XI",30,22.771,"uA","P",0.016243,***,""
"IIHIO_BAFTHRU33T_CPS",16040001,"",0,2,"CPS",30,-0.132,"uA","P",0.016243,***,""
"IIHIO_BC3350CT",16050001,"",0,2,"GPIO5",30,0,"uA","P",0.0165566,***,""
"IIHIO_BFTHRU33",16060001,"",0,2,"VREG_PD33",30,-0.01,"uA","P",0.0162719,***,""
"IIHIO_BFTHRU33",16060002,"",0,2,"REFCLK_DIV_SEL",30,-0.009,"uA","P",0.0162719,***,""
"IIHIO_PCIXREFIN",16070001,"",0,2,"REFCLK100N",30,-0.005,"uA","P",0.0163539,***,""
"IIHIO_PCIXREFIN",16070002,"",0,2,"REFCLK100P",30,-0.001,"uA","P",0.0163539,***,""
"IIHIO_RX",16080001,"",0,2,"RXP",30,0.609,"uA","P",0.0161864,***,""
"IIHIO_RX",16080002,"",0,2,"RXN",30,0.789,"uA","P",0.0161864,***,""
"IIHIO_RSVD",16090001,"",0,2,"DEBUG_PORT1",30,-0.771,"uA","P",0.0172512,***,""
"IIHIO_RSVD",16090002,"",0,2,"DEBUG_PORT2",30,-0.761,"uA","P",0.0172512,***,""
"IIHIO_IC33TPD_PDON",16100001,"",0,2,"CLKRUN_EN",30,111.304,"uA","P",0.0162083,***,""
"IIHIO_IC33TPD_PDON",16100002,"",0,2,"EXT_ARB_EN",30,111.416,"uA","P",0.0162083,***,""
"IIHIO_IC33SHYPD_PDON",16110001,"",0,2,"TEST0",30,94.863,"uA","P",0.0160085,***,""
"IIHIO_IC33SHYPD_PDOFF",16120001,"",0,2,"TEST0",30,-0.021,"uA","P",0.0160868,***,""
"IIHIO_BC3350CTPU_PUOFF",16130001,"",0,2,"GPIO2",30,-0.006,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130002,"",0,2,"GPIO4",30,-0.003,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130003,"",0,2,"GPIO3",30,-0.004,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130004,"",0,2,"GPIO6",30,0.006,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130005,"",0,2,"GPIO7",30,-0.004,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130006,"",0,2,"GPIO0",30,-0.015,"uA","P",0.0172278,***,""
"IIHIO_BC3350CTPU_PUOFF",16130007,"",0,2,"GPIO1",30,0.009,"uA","P",0.0172278,***,""
"IIHIO_IC33SHYPU_PUOFF",16140001,"",0,2,"PHY_TEST_MA",30,0.001,"uA","P",0.0165472,***,""
"IIHIO_IC33SHYPU_PUOFF",16140002,"",0,2,"GRST_Z",30,0.008,"uA","P",0.0165472,***,""
"IILIO_BQ0084T",16150001,"",0,2,"CBE1_Z",30,-0.022,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150002,"",0,2,"AD3",30,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150003,"",0,2,"AD15",30,0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150004,"",0,2,"AD8",30,-0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150005,"",0,2,"AD14",30,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150006,"",0,2,"AD25",30,0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150007,"",0,2,"PERR_Z",30,-0.025,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150008,"",0,2,"AD13",30,0.002,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150009,"",0,2,"FRAME_Z",30,-0.022,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150010,"",0,2,"AD26",30,0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150011,"",0,2,"AD18",30,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150012,"",0,2,"CLKOUT3",30,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150013,"",0,2,"CBE0_Z",30,-0.009,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150014,"",0,2,"REQ1_Z",30,-0.022,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150015,"",0,2,"AD1",30,-0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150016,"",0,2,"AD28",30,-0.008,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150017,"",0,2,"PRST_Z",30,0,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150018,"",0,2,"REQ4_Z",30,-0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150019,"",0,2,"REQ5_Z",30,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150020,"",0,2,"INTA_Z",30,-0.014,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150021,"",0,2,"REQ0_Z",30,-0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150022,"",0,2,"AD5",30,0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150023,"",0,2,"SERR_Z",30,-0.025,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150024,"",0,2,"GNT4_Z",30,-0.02,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150025,"",0,2,"GNT1_Z",30,-0.021,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150026,"",0,2,"AD24",30,-0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150027,"",0,2,"GNT5_Z",30,-0.003,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150028,"",0,2,"GNT3_Z",30,-0.004,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150029,"",0,2,"INTC_Z",30,-0.008,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150030,"",0,2,"STOP_Z",30,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150031,"",0,2,"AD16",30,-0.014,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150032,"",0,2,"CLK",30,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150033,"",0,2,"CLKOUT5",30,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150034,"",0,2,"AD23",30,-0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150035,"",0,2,"REQ2_Z",30,-0.031,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150036,"",0,2,"CLKOUT2",30,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150037,"",0,2,"AD4",30,0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150038,"",0,2,"AD10",30,0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150039,"",0,2,"AD31",30,-0.008,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150040,"",0,2,"CLKOUT6",30,-0.012,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150041,"",0,2,"DEVSEL_Z",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150042,"",0,2,"REQ3_Z",30,-0.015,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150043,"",0,2,"AD11",30,-0.006,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150044,"",0,2,"AD9",30,-0.016,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150045,"",0,2,"AD7",30,-0.003,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150046,"",0,2,"AD29",30,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150047,"",0,2,"M66EN",30,0.013,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150048,"",0,2,"CLKOUT0",30,0.008,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150049,"",0,2,"INTB_Z",30,0,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150050,"",0,2,"CBE2_Z",30,-0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150051,"",0,2,"SERIRQ",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150052,"",0,2,"IRDY_Z",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150053,"",0,2,"AD22",30,-0.003,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150054,"",0,2,"TRDY_Z",30,-0.017,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150055,"",0,2,"AD0",30,0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150056,"",0,2,"AD20",30,0.002,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150057,"",0,2,"INTD_Z",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150058,"",0,2,"AD6",30,0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150059,"",0,2,"GNT0_Z",30,-0.019,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150060,"",0,2,"AD19",30,-0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150061,"",0,2,"AD21",30,0.001,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150062,"",0,2,"GNT2_Z",30,-0.018,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150063,"",0,2,"AD27",30,0.01,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150064,"",0,2,"AD30",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150065,"",0,2,"AD2",30,-0.017,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150066,"",0,2,"PAR",30,-0.011,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150067,"",0,2,"AD17",30,0.001,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150068,"",0,2,"LOCK_Z",30,0.009,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150069,"",0,2,"AD12",30,-0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150070,"",0,2,"CLKOUT4",30,-0.005,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150071,"",0,2,"CBE3_Z",30,0.007,"uA","P",0.0268787,***,""
"IILIO_BQ0084T",16150072,"",0,2,"CLKOUT1",30,-0.032,"uA","P",0.0268787,***,""
"IILIO_IC33TFSHY",16160001,"",0,2,"POWER_GOOD",30,-0.003,"uA","P",0.017694,***,""
"IILIO_IC33TFSHY",16160002,"",0,2,"PME_Z",30,-0.003,"uA","P",0.017694,***,""
"IILIO_IC33T",16170001,"",0,2,"REFCLK_SEL",30,-0.002,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170002,"",0,2,"PC0",30,-0.002,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170003,"",0,2,"PC1",30,-0.001,"uA","P",0.0185135,***,""
"IILIO_IC33T",16170004,"",0,2,"PC2",30,-0.001,"uA","P",0.0185135,***,""
"IILIO_BAFTHRU33T",16180001,"",0,2,"XI",30,-21.958,"uA","P",0.0163457,***,""
"IILIO_BAFTHRU33T",16180002,"",0,2,"CPS",30,-0.167,"uA","P",0.0163457,***,""
"IILIO_BC3350CT",16190001,"",0,2,"GPIO5",30,-0.01,"uA","P",0.0161223,***,""
"IILIO_BFTHRU33",16200001,"",0,2,"VREG_PD33",30,-0.023,"uA","P",0.0163011,***,""
"IILIO_BFTHRU33",16200002,"",0,2,"REFCLK_DIV_SEL",30,-0.018,"uA","P",0.0163011,***,""
"IILIO_PCIXREFIN",16210001,"",0,2,"REFCLK100N",30,-0.001,"uA","P",0.0173109,***,""
"IILIO_PCIXREFIN",16210002,"",0,2,"REFCLK100P",30,-0.001,"uA","P",0.0173109,***,""
"IILIO_RX",16220001,"",0,2,"RXP",30,0.003,"uA","P",0.0163145,***,""
"IILIO_RX",16220002,"",0,2,"RXN",30,-0.012,"uA","P",0.0163145,***,""
"IOZL_BC3350BTOD",16230001,"",0,2,"WAKE_Z",30,-0.094,"uA","P",0.0159457,***,""
"IILIO_BC3350CTPU_PUON",16240001,"",0,2,"GPIO2",30,-110.857,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240002,"",0,2,"GPIO4",30,-110.612,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240003,"",0,2,"GPIO3",30,-110.37,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240004,"",0,2,"GPIO6",30,-110.635,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240005,"",0,2,"GPIO7",30,-110.891,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240006,"",0,2,"GPIO0",30,-111.249,"uA","P",0.0169179,***,""
"IILIO_BC3350CTPU_PUON",16240007,"",0,2,"GPIO1",30,-110.878,"uA","P",0.0169179,***,""
"IILIO_IC33SHYPU_PUON",16250001,"",0,2,"PHY_TEST_MA",30,-106.114,"uA","P",0.0162941,***,""
"IILIO_IC33SHYPU_PUON",16250002,"",0,2,"GRST_Z",30,-104.194,"uA","P",0.0162941,***,""
"IILIO_RSVD",16260001,"",0,2,"DEBUG_PORT1",30,-0.003,"uA","P",0.0163684,***,""
"IILIO_RSVD",16260002,"",0,2,"DEBUG_PORT2",30,0.006,"uA","P",0.0163684,***,""
"IILIO_BC3350CTPU_PUOFF",16270001,"",0,2,"GPIO2",30,-0.013,"uA","P",0.017178,***,""
"IILIO_BC3350CTPU_PUOFF",16270002,"",0,2,"GPIO4",30,-0.001,"uA","P",0.017178,***,""
