Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1111",6,1415,""
2,"W3,1",1,1,0,"1111",6,1421,""
3,"W4,1",1,1,0,"1580",5,86720,""
4,"W5,1",1,1,0,"1416",5,26499,""
5,"W6,1",1,1,0,"1580",5,25232,""
6,"W7,1",1,1,0,"1411",5,38417,""
7,"W8,1",1,1,0,"1113",6,2553,""
8,"W8,1",1,1,0,"1113",6,2557,""
9,"W9,2",1,1,0,"1580",5,26228,""
10,"W8,2",1,1,0,"1113",6,2565,""
11,"W8,2",1,1,0,"1113",6,2562,""
12,"W7,2",1,1,0,"1580",5,24354,""
13,"W6,2",1,1,1,"2",2,149676,""
14,"W5,2",1,1,0,"1580",5,24375,""
15,"W4,2",1,1,0,"1580",5,24371,""
16,"W3,2",1,1,0,"1416",5,22827,""
17,"W2,2",1,1,0,"1411",5,19654,""
18,"W1,3",1,1,0,"1580",5,24384,""
19,"W2,3",1,1,0,"1001",7,1198,""
20,"W3,3",1,1,1,"2",2,122168,""
21,"W4,3",1,1,0,"1580",5,24489,""
22,"W5,3",1,1,1,"4",4,93405,""
23,"W6,3",1,1,0,"1580",5,24445,""
24,"W7,3",1,1,1,"2",2,111397,""
25,"W8,3",1,1,0,"1113",6,2583,""
26,"W8,3",1,1,0,"1580",5,24389,""
27,"W9,3",1,1,1,"4",4,77928,""
28,"W10,3",1,1,0,"1113",6,2560,""
29,"W10,3",1,1,0,"1580",5,24410,""
30,"W10,4",1,1,0,"1580",5,25382,""
31,"W9,4",1,1,1,"4",4,95427,""
32,"W8,4",1,1,0,"1580",5,24351,""
33,"W7,4",1,1,0,"1580",5,24389,""
34,"W6,4",1,1,0,"1580",5,24406,""
35,"W5,4",1,1,0,"1580",5,24414,""
36,"W4,4",1,1,0,"1580",5,24360,""
37,"W3,4",1,1,0,"1580",5,24357,""
38,"W2,4",1,1,0,"1416",5,22804,""
39,"W1,4",1,1,0,"1580",5,24371,""
40,"W1,5",1,1,0,"1580",5,24410,""
41,"W2,5",1,1,0,"1412",5,28873,""
42,"W3,5",1,1,0,"1111",6,1461,""
43,"W3,5",1,1,0,"1111",6,1424,""
44,"W4,5",1,1,0,"1111",6,1429,""
45,"W4,5",1,1,0,"1111",6,1428,""
46,"W5,5",1,1,1,"2",2,129916,""
47,"W6,5",1,1,0,"1580",5,24383,""
48,"W7,5",1,1,0,"1412",5,28874,""
49,"W8,5",1,1,0,"1580",5,24462,""
50,"W9,5",1,1,0,"1493",5,18772,""
51,"W10,5",1,1,0,"1580",5,24405,""
52,"W10,6",1,1,0,"1580",5,24385,""
53,"W9,6",1,1,0,"1580",5,24384,""
54,"W8,6",1,1,0,"1580",5,24408,""
55,"W7,6",1,1,0,"1580",5,24494,""
56,"W6,6",1,1,0,"1580",5,24406,""
57,"W5,6",1,1,0,"1580",5,24453,""
58,"W4,6",1,1,0,"1580",5,24437,""
59,"W3,6",1,1,0,"1416",5,22908,""
60,"W2,6",1,1,0,"1580",5,24362,""
61,"W1,6",1,1,0,"1414",5,19985,""
62,"W2,7",1,1,0,"1113",6,2565,""
63,"W2,7",1,1,0,"1113",6,2554,""
64,"W3,7",1,1,0,"1412",5,28916,""
65,"W4,7",1,1,0,"1580",5,24440,""
66,"W5,7",1,1,0,"1580",5,24419,""
67,"W6,7",1,1,0,"1580",5,24407,""
68,"W7,7",1,1,0,"1580",5,24481,""
69,"W8,7",1,1,0,"1580",5,24410,""
70,"W9,7",1,1,0,"1113",6,2562,""
71,"W9,7",1,1,0,"1113",6,2575,""
72,"W7,8",1,1,0,"1580",5,25374,""
73,"W6,8",1,1,0,"1580",5,24364,""
74,"W5,8",1,1,0,"1132",7,4563,""
75,"W4,8",1,1,0,"1580",5,24370,""
