Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Cpk,Cpl,Cpu,Fail#,Alarm#,Time,TS Time
"Device_Power_Up","vdd_core",721101,"Parametric","",0.08,0.12,"V",0.099776,0.0998987,0.0998337,6.16202e-05,107.29,107.29,109.089,0,0,0.981703,***
"supply_short","supply_short_vcs_pll",211002,"Parametric","",-1,1,"mA",0.0130919,0.0289021,0.0226637,0.00386089,84.3792,88.2926,84.3792,0,0,0.185262,***
"supply_short","supply_short_vcs_pm_1",211003,"Parametric","",-1,1,"mA",0.013171,0.0289787,0.0203131,0.00377735,86.4527,90.0377,86.4527,0,0,0.185262,***
"supply_short","supply_short_vcs_pm_2",211004,"Parametric","",-1,1,"mA",0.0150517,0.0308631,0.0245766,0.0040966,79.3685,83.3681,79.3685,0,0,0.185262,***
"supply_short","supply_short_vcsio_pll",211007,"Parametric","",-1,1,"mA",-0.00357717,0.0122296,0.00418338,0.00340529,97.4773,98.2963,97.4773,0,0,0.185262,***
"supply_short","supply_short_vcsio_ts",211008,"Parametric","",-1,1,"mA",-0.000361633,0.0154456,0.00863705,0.00339797,97.2505,98.945,97.2505,0,0,0.185262,***
"supply_short","supply_short_vcsio_vs_1",211009,"Parametric","",-1,1,"mA",-0.00259207,0.0171724,0.00821886,0.00360414,91.7262,93.2465,91.7262,0,0,0.185262,***
"supply_short","supply_short_vcsio_vs_2",211010,"Parametric","",-1,1,"mA",-0.00412866,0.0156367,0.00615885,0.0043189,76.7048,77.6554,76.7048,0,0,0.185262,***
"supply_short","supply_short_vdd_io_clk",211005,"Parametric","",-1,1,"mA",0.0059932,0.0257592,0.0163763,0.00435295,75.3224,77.8305,75.3224,0,0,0.185262,***
"supply_short","supply_short_vdd_pll",211006,"Parametric","",-1,1,"mA",0.00813469,0.0239416,0.0167523,0.00395869,82.7923,85.6135,82.7923,0,0,0.185262,***
"supply_short","supply_short_vddio_io_clk",211011,"Parametric","",-1,1,"mA",0.00064768,0.0164571,0.00736191,0.00379171,87.264,88.5583,87.264,0,0,0.185262,***
"supply_short","supply_short_vddio_pll",211012,"Parametric","",-1,1,"mA",-0.006107,0.00573914,-0.00035044,0.00333816,99.8206,99.8206,99.8905,0,0,0.185262,***
"supply_short","supply_short_vddio_rx",211013,"Parametric","",-1,1,"mA",0.0554152,99.1345,2.46331,15.2453,-0.0319947,0.0757239,-0.0319947,2,0,0.185262,***
"supply_short","supply_short_vddio_tx",211014,"Parametric","",-1,1,"mA",0.0671143,110.91,5.04405,22.1768,-0.0607851,0.0908465,-0.0607851,4,0,0.185262,***
"supply_short","supply_short_vdd_core",211001,"Parametric","",-0.1,1200,"mA",451.192,729.92,576.993,59.1934,3.24976,3.24976,3.50832,0,0,0.185262,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"Parametric","",0.5,0.9,"V",0.751834,0.753881,0.752385,0.000373297,131.812,225.365,131.812,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_30",110002,"Parametric","",0.5,0.9,"V",0.751863,0.753912,0.752444,0.00039704,123.88,211.938,123.88,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_13",110003,"Parametric","",0.5,0.9,"V",0.751438,0.753374,0.752016,0.000374566,131.694,224.274,131.694,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_5",110004,"Parametric","",0.5,0.9,"V",0.751689,0.754876,0.752312,0.000525536,93.6748,160.035,93.6748,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_1",110005,"Parametric","",0.5,0.9,"V",0.751789,0.753781,0.752361,0.000382387,128.699,219.988,128.699,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_9",110006,"Parametric","",0.5,0.9,"V",0.75146,0.753907,0.752136,0.00044864,109.861,187.333,109.861,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_4",110007,"Parametric","",0.2,0.4,"V",0.277958,0.298806,0.288816,0.00458661,6.45471,6.45471,8.08037,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_8",110008,"Parametric","",0.5,0.9,"V",0.751615,0.753892,0.75221,0.00042393,116.207,198.311,116.207,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_4",110009,"Parametric","",0.5,0.9,"V",0.751443,0.753662,0.752005,0.0004102,120.263,204.782,120.263,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_30",110010,"Parametric","",0.2,0.4,"V",0.278932,0.296299,0.287906,0.00471109,6.21977,6.21977,7.93122,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_26",110011,"Parametric","",0.2,0.4,"V",0.278123,0.296521,0.288524,0.00477958,6.17378,6.17378,7.77445,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_18",110012,"Parametric","",0.5,0.9,"V",0.751772,0.754048,0.752332,0.000433415,113.57,194.065,113.57,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_8",110013,"Parametric","",0.5,0.9,"V",0.751575,0.75425,0.75228,0.000474876,103.69,177.085,103.69,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_4",110014,"Parametric","",0.5,0.9,"V",0.751496,0.75383,0.752163,0.000418165,117.846,201.008,117.846,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_21",110015,"Parametric","",0.2,0.4,"V",0.278718,0.297061,0.288454,0.00473371,6.22869,6.22869,7.85469,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_1",110016,"Parametric","",0.5,0.9,"V",0.751832,0.754564,0.752481,0.000484293,101.536,173.78,101.536,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tck_pad_i",110017,"Parametric","",0.5,0.9,"V",0.751849,0.754353,0.752531,0.000481694,102.049,174.752,102.049,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_size_1",110018,"Parametric","",0.2,0.4,"V",0.279747,0.297157,0.288527,0.00464123,6.35798,6.35798,8.00602,0,0,0.234229,***
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tdi_pad_i",110019,"Parametric","",0.5,0.9,"V",0.751614,0.754118,0.752333,0.000472258,104.227,178.104,104.227,0,0,0.234229,***
