Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1580",5,95266,""
2,"W4,1",1,1,1,"4",4,103117,""
3,"W5,1",1,1,0,"1111",6,1431,""
4,"W5,1",1,1,0,"1111",6,1425,""
5,"W6,1",1,1,0,"1111",6,1433,""
6,"W6,1",1,1,0,"1111",6,1424,""
7,"W7,1",1,1,0,"1416",5,18582,""
8,"W8,1",1,1,0,"1113",6,2558,""
9,"W8,1",1,1,0,"1113",6,2539,""
10,"W9,2",1,1,0,"1113",6,2538,""
11,"W9,2",1,1,0,"1113",6,2542,""
12,"W8,2",1,1,0,"1113",6,2542,""
13,"W8,2",1,1,0,"1113",6,2541,""
14,"W7,2",1,1,0,"1113",6,2585,""
15,"W7,2",1,1,0,"1113",6,2533,""
16,"W6,2",1,1,0,"1113",6,2548,""
17,"W6,2",1,1,0,"1113",6,2536,""
18,"W5,2",1,1,0,"1113",6,2542,""
19,"W5,2",1,1,0,"1113",6,2535,""
20,"W4,2",1,1,0,"1113",6,2552,""
21,"W4,2",1,1,0,"1113",6,2551,""
22,"W3,2",1,1,0,"1113",6,2545,""
23,"W3,2",1,1,0,"1113",6,2529,""
24,"W2,2",1,1,0,"1131",7,4061,""
25,"W2,2",1,1,0,"1131",7,4044,""
26,"W1,3",1,1,0,"1580",5,28241,""
27,"W2,3",1,1,0,"1580",5,42014,""
28,"W3,3",1,1,1,"4",4,96120,""
29,"W4,3",1,1,0,"1131",7,4050,""
30,"W4,3",1,1,0,"1131",7,4058,""
31,"W5,3",1,1,0,"1580",5,26798,""
32,"W6,3",1,1,1,"4",4,88279,""
33,"W7,3",1,1,1,"2",2,121381,""
34,"W8,3",1,1,1,"4",4,84979,""
35,"W9,3",1,1,1,"2",2,118617,""
36,"W10,3",1,1,0,"1580",5,96230,""
37,"W10,4",1,1,0,"1580",5,32230,""
38,"W9,4",1,1,0,"1580",5,29443,""
39,"W8,4",1,1,0,"1580",5,42028,""
40,"W7,4",1,1,0,"1580",5,97454,""
41,"W6,4",1,1,0,"1580",5,33272,""
42,"W5,4",1,1,0,"1416",5,19129,""
43,"W4,4",1,1,0,"1416",5,22764,""
44,"W3,4",1,1,1,"4",4,77068,""
45,"W2,4",1,1,0,"1580",5,29930,""
46,"W1,4",1,1,0,"1113",6,2556,""
47,"W1,4",1,1,0,"1113",6,2591,""
48,"W1,5",1,1,0,"1580",5,29906,""
49,"W2,5",1,1,0,"1580",5,86077,""
50,"W3,5",1,1,0,"1580",5,28749,""
51,"W4,5",1,1,0,"1580",5,29945,""
52,"W5,5",1,1,0,"1580",5,29945,""
53,"W6,5",1,1,0,"1001",7,1189,""
54,"W6,5",1,1,0,"1001",7,1191,""
55,"W7,5",1,1,0,"1580",5,28756,""
56,"W8,5",1,1,0,"1580",5,86825,""
57,"W9,5",1,1,0,"1131",7,4045,""
58,"W9,5",1,1,0,"1131",7,4038,""
59,"W10,5",1,1,0,"1412",5,32027,""
60,"W10,6",1,1,0,"1580",5,32231,""
61,"W9,6",1,1,1,"4",4,75564,""
62,"W8,6",1,1,0,"1580",5,42024,""
63,"W7,6",1,1,0,"1580",5,29451,""
64,"W6,6",1,1,0,"1580",5,29415,""
65,"W5,6",1,1,0,"1580",5,41996,""
66,"W4,6",1,1,0,"1580",5,32280,""
67,"W3,6",1,1,0,"1412",5,28312,""
68,"W2,6",1,1,1,"4",4,87914,""
69,"W1,6",1,1,0,"1580",5,32223,""
70,"W2,7",1,1,0,"1580",5,41965,""
71,"W3,7",1,1,0,"1412",5,31999,""
72,"W4,7",1,1,1,"2",2,114798,""
73,"W5,7",1,1,0,"1411",5,19086,""
74,"W6,7",1,1,0,"1580",5,32295,""
75,"W7,7",1,1,0,"1412",5,32027,""
76,"W8,7",1,1,0,"1580",5,32234,""
77,"W9,7",1,1,0,"1580",5,32280,""
78,"W7,8",1,1,0,"1001",7,1197,""
79,"W7,8",1,1,0,"1001",7,1187,""
80,"W6,8",1,1,0,"1001",7,1191,""
81,"W6,8",1,1,0,"1001",7,1187,""
82,"W5,8",1,1,1,"4",4,78818,""
83,"W4,8",1,1,0,"1411",5,22834,""
