Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8362841",0,1,1,"2",2,123068,""
2,"8362842",0,1,1,"2",2,109615,""
3,"8362844",0,1,1,"2",2,107564,""
4,"8362845",0,1,1,"2",2,105239,""
5,"8362847",0,1,1,"2",2,103046,""
6,"8362851",0,1,1,"2",2,108397,""
7,"8362852",0,1,1,"2",2,108421,""
8,"8362856",0,1,1,"2",2,101435,""
9,"8362861",0,1,1,"4",4,70958,""
10,"8362862",0,1,1,"2",2,107896,""
11,"8362864",0,1,1,"2",2,120760,""
12,"8362868",0,1,1,"2",2,102712,""
13,"8362871",0,1,1,"2",2,106344,""
14,"8362873",0,1,1,"2",2,108908,""
15,"8362874",0,1,0,"1111",6,1394,""
16,"8362874",0,1,0,"1111",6,1387,""
17,"8362874",0,1,1,"2",2,109193,""
