Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8365394",0,1,1,"2",2,134707,""
2,"8365395",0,1,0,"1111",6,1455,""
3,"8365395",0,1,0,"1111",6,1386,""
4,"8365395",0,1,0,"1111",6,1377,""
5,"8365395",0,1,0,"1111",6,1382,""
6,"8365396",0,1,1,"2",2,119424,""
7,"8365397",0,1,0,"1416",5,17272,""
8,"8365397",0,1,0,"1416",5,17251,""
9,"8365398",0,1,0,"1580",5,23137,""
10,"8365399",0,1,1,"2",2,114576,""
11,"8365400",0,1,1,"4",4,83532,""
12,"8365401",0,1,1,"2",2,105759,""
13,"8365402",0,1,0,"1580",5,22498,""
14,"8365403",0,1,0,"1113",6,2352,""
15,"8365403",0,1,0,"1113",6,2348,""
16,"8365403",0,1,0,"1113",6,2348,""
17,"8365403",0,1,0,"1113",6,2347,""
18,"8365404",0,1,1,"2",2,112287,""
19,"8365405",0,1,0,"1113",6,2358,""
20,"8365405",0,1,0,"1113",6,2355,""
21,"8365405",0,1,0,"1113",6,2357,""
22,"8365406",0,1,0,"1411",5,17793,""
23,"8365407",0,1,0,"1113",6,2352,""
24,"8365407",0,1,0,"1412",5,27015,""
25,"8365408",0,1,0,"1113",6,2357,""
26,"8365408",0,1,0,"1411",5,17782,""
27,"8365409",0,1,0,"1113",6,2370,""
28,"8365409",0,1,0,"1580",5,22478,""
29,"8365410",0,1,0,"1580",5,22488,""
30,"8365410",0,1,0,"1113",6,2361,""
31,"8365410",0,1,0,"1580",5,22488,""
32,"8365411",0,1,0,"1580",5,22500,""
33,"8365412",0,1,0,"1113",6,2359,""
34,"8365412",0,1,0,"1113",6,2362,""
35,"8365412",0,1,0,"1113",6,2356,""
36,"8365412",0,1,0,"1113",6,2351,""
37,"8365413",0,1,0,"1111",6,1386,""
38,"8365413",0,1,0,"1412",5,26997,""
39,"8365414",0,1,0,"1113",6,2352,""
40,"8365414",0,1,1,"4",4,71292,""
41,"8365415",0,1,0,"1113",6,2354,""
42,"8365415",0,1,0,"1113",6,2349,""
43,"8365415",0,1,0,"1113",6,2360,""
44,"8365415",0,1,0,"1131",7,3369,""
45,"8365416",0,1,0,"1113",6,2342,""
46,"8365416",0,1,0,"1113",6,2364,""
47,"8365416",0,1,0,"1113",6,2353,""
48,"8365416",0,1,0,"1113",6,2350,""
49,"8365417",0,1,0,"1113",6,2345,""
50,"8365417",0,1,0,"1580",5,22487,""
51,"8365418",0,1,0,"1580",5,22493,""
52,"8365419",0,1,0,"1113",6,2362,""
53,"8365419",0,1,1,"2",2,105599,""
54,"8365420",0,1,0,"1580",5,22485,""
55,"8365421",0,1,0,"1113",6,2364,""
56,"8365422",0,1,0,"1113",6,2355,""
57,"8365421",0,1,0,"1113",6,2398,""
58,"8365421",0,1,0,"1113",6,2351,""
59,"8365421",0,1,0,"1113",6,2371,""
60,"8365422",0,1,0,"1113",6,2352,""
61,"8365422",0,1,0,"1113",6,2352,""
62,"8365422",0,1,0,"1412",5,31532,""
63,"8365423",0,1,0,"1113",6,2353,""
64,"8365423",0,1,1,"2",2,109852,""
65,"8365424",0,1,0,"1113",6,2361,""
66,"8365424",0,1,1,"2",2,117301,""
67,"8365425",0,1,0,"1414",5,14434,""
68,"8365426",0,1,1,"2",2,108944,""
69,"8365427",0,1,0,"1580",5,22485,""
