SW Bin,Desc,Site,Site%,Device#,Bin%,Good Bin,Reprobe Bin
"2","Medium",1,43.8,7,43.8,1,0
"1111","Continuity_DIr_Pos",1,6.3,1,6.3,1,0
"4","TOP ONLY",1,25,4,25,1,0
"1113","Continuity_Mux_Pos",1,25,4,25,1,0
