Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8365449",0,1,1,"2",2,203815,""
2,"8365450",0,1,1,"2",2,114370,""
3,"8365453",0,1,1,"2",2,121484,""
4,"8365458",0,1,1,"2",2,110634,""
5,"8365461",0,1,0,"1111",6,1457,""
6,"8365461",0,1,1,"4",4,85095,""
7,"8365464",0,1,0,"1113",6,2363,""
8,"8365464",0,1,0,"1113",6,2353,""
9,"8365464",0,1,1,"2",2,109746,""
10,"8365466",0,1,1,"4",4,95438,""
11,"8365467",0,1,1,"2",2,123583,""
12,"8365472",0,1,1,"4",4,90618,""
13,"8365474",0,1,1,"2",2,133051,""
14,"8365475",0,1,0,"1113",6,2374,""
15,"8365475",0,1,0,"1113",6,2353,""
16,"8365475",0,1,1,"4",4,76627,""
