Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"8362951",0,1,0,"1441",5,183873,""
2,"8362951",0,1,0,"1428",5,70810,""
3,"8362953",0,1,1,"2",2,130782,""
4,"8362955",0,1,1,"4",4,80953,""
5,"8362957",0,1,1,"4",4,80693,""
6,"8362962",0,1,1,"2",2,111293,""
7,"8362963",0,1,1,"4",4,88772,""
8,"8362964",0,1,1,"2",2,120548,""
9,"8362967",0,1,1,"2",2,111857,""
10,"8362970",0,1,1,"2",2,117369,""
11,"8362971",0,1,1,"2",2,119802,""
12,"8362972",0,1,1,"4",4,72134,""
13,"8362976",0,1,0,"1428",5,54699,""
14,"8362976",0,1,1,"4",4,77560,""
15,"8362977",0,1,1,"2",2,111070,""
