Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"9425880",0,1,0,"1580",5,27367,""
2,"9425881",0,1,0,"1412",5,41242,""
3,"9425882",0,1,0,"1580",5,22997,""
4,"9425883",0,1,0,"1580",5,23004,""
5,"9425884",0,1,0,"1132",7,3881,""
6,"9425884",0,1,0,"1132",7,3890,""
7,"9425884",0,1,0,"1132",7,3879,""
8,"9425885",0,1,0,"1580",5,23007,""
9,"9425886",0,1,0,"1580",5,23006,""
10,"9425887",0,1,0,"1413",5,17277,""
11,"9425888",0,1,0,"1412",5,32048,""
12,"9425889",0,1,0,"1580",5,23012,""
13,"9425890",0,1,0,"1434",5,19032,""
14,"9425891",0,1,0,"1580",5,23050,""
15,"9425892",0,1,0,"1411",5,22792,""
16,"9425893",0,1,0,"1580",5,22999,""
17,"9425894",0,1,0,"1580",5,23016,""
18,"9425895",0,1,0,"1413",5,17300,""
19,"9425896",0,1,0,"1413",5,21327,""
20,"9425897",0,1,0,"1580",5,22996,""
21,"9425898",0,1,0,"1580",5,22988,""
22,"9425899",0,1,0,"1580",5,23019,""
23,"9425900",0,1,0,"1580",5,22977,""
24,"9425901",0,1,0,"1580",5,23007,""
25,"9425902",0,1,0,"1411",5,22826,""
26,"9425903",0,1,0,"1412",5,46630,""
27,"9425904",0,1,0,"1407",5,11761,""
28,"9425905",0,1,0,"1580",5,23005,""
29,"9425906",0,1,0,"1411",5,22832,""
30,"9425907",0,1,1,"2",2,135835,""
31,"9425908",0,1,0,"1580",5,22999,""
32,"9425909",0,1,0,"1580",5,23008,""
33,"9425910",0,1,0,"1580",5,23018,""
34,"9425911",0,1,0,"1580",5,23005,""
35,"9425912",0,1,0,"1580",5,22994,""
36,"9425913",0,1,0,"1580",5,22984,""
37,"9425914",0,1,0,"1580",5,22997,""
