Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"9426226",0,1,0,"1580",5,23341,""
2,"9426226",0,1,0,"1580",5,23006,""
3,"9426220",0,1,0,"1412",5,29926,""
4,"9426221",0,1,1,"2",2,104419,""
5,"9426222",0,1,0,"1412",5,29891,""
6,"9426223",0,1,0,"1414",5,19960,""
7,"9426224",0,1,0,"1411",5,18805,""
8,"9426225",0,1,0,"1407",5,21759,""
9,"9426227",0,1,0,"1580",5,23015,""
10,"9426210",0,1,0,"1412",5,29914,""
11,"9426211",0,1,0,"1411",5,20667,""
12,"9426212",0,1,1,"2",2,111108,""
13,"9426213",0,1,0,"1580",5,22978,""
14,"9426214",0,1,0,"1580",5,22968,""
15,"9426215",0,1,0,"1580",5,22981,""
16,"9426216",0,1,1,"2",2,104965,""
17,"9426217",0,1,0,"1580",5,22996,""
18,"9426218",0,1,0,"1580",5,22993,""
19,"9426219",0,1,1,"2",2,115411,""
