Test Suite,Test,Test#,Type,Pattern,Lower,Upper,Unit,Min,Max,Mean,Sdev,Cpk,Cpl,Cpu,Fail#,Alarm#,Time,TS Time
"Device_Power_Up","vdd_core",721101,"Parametric","",0.08,0.12,"V",0.0996533,0.0998987,0.0998299,6.74884e-05,97.9422,97.9422,99.6227,0,0,1.06374,***
"supply_short","supply_short_vcs_pll",211002,"Parametric","",-1,1,"mA",0.00913934,0.0249495,0.015502,0.00352177,93.1821,96.1166,93.1821,0,0,0.184003,***
"supply_short","supply_short_vcs_pm_1",211003,"Parametric","",-1,1,"mA",0.0132195,0.0290311,0.0195827,0.00384042,85.0963,88.4957,85.0963,0,0,0.184003,***
"supply_short","supply_short_vcs_pm_2",211004,"Parametric","",-1,1,"mA",0.00319313,0.0269103,0.0162086,0.0046135,71.0806,73.4228,71.0806,0,0,0.184003,***
"supply_short","supply_short_vcsio_pll",211007,"Parametric","",-1,1,"mA",-0.00357717,0.0122296,0.00355516,0.00355866,93.3351,94.0011,93.3351,0,0,0.184003,***
"supply_short","supply_short_vcsio_ts",211008,"Parametric","",-1,1,"mA",0.00359017,0.0154456,0.00927691,0.00331207,99.7083,101.576,99.7083,0,0,0.184003,***
"supply_short","supply_short_vcsio_vs_1",211009,"Parametric","",-1,1,"mA",-0.00658858,0.00921911,0.00276109,0.00402593,82.568,83.0252,82.568,0,0,0.184003,***
"supply_short","supply_short_vcsio_vs_2",211010,"Parametric","",-1,1,"mA",-0.000175588,0.0116836,0.00503089,0.00369131,89.8479,90.7565,89.8479,0,0,0.184003,***
"supply_short","supply_short_vdd_io_clk",211005,"Parametric","",-1,1,"mA",0.00203999,0.0178528,0.0101393,0.00404613,81.548,83.2186,81.548,0,0,0.184003,***
"supply_short","supply_short_vdd_pll",211006,"Parametric","",-1,1,"mA",0.00813469,0.0160382,0.010737,0.00227177,145.153,148.304,145.153,0,0,0.184003,***
"supply_short","supply_short_vddio_io_clk",211011,"Parametric","",-1,1,"mA",0.00064768,0.0164571,0.00768478,0.00437553,75.5958,76.7666,75.5958,0,0,0.184003,***
"supply_short","supply_short_vddio_pll",211012,"Parametric","",-1,1,"mA",-0.0100557,0.00573914,-0.00196567,0.00352645,94.338,94.338,94.7096,0,0,0.184003,***
"supply_short","supply_short_vddio_rx",211013,"Parametric","",-1,1,"mA",0.0317313,0.0751517,0.0517567,0.0108601,29.1047,32.2819,29.1047,0,0,0.184003,***
"supply_short","supply_short_vddio_tx",211014,"Parametric","",-1,1,"mA",0.0276261,0.106602,0.0671143,0.0249745,12.4512,14.2427,12.4512,0,0,0.184003,***
"supply_short","supply_short_vdd_core",211001,"Parametric","",-0.1,1200,"mA",291.563,542.461,442.134,61.9321,2.38021,2.38021,4.07901,0,0,0.184003,***
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"Parametric","",0.2,0.9,"V",0.761422,0.764494,0.763059,0.000831268,54.9123,225.783,54.9123,0,0,0.168802,***
