Test Suite,Test,Test#,Pattern,Wafer,Site,Pin,Device,Device ID,Value,Unit,P/F,Time,TS Time,Print To Data Log
"Device_Power_Up","vdd_core",721101,"",1,1,"vdd_core",1,"8365508",0.0998987,"V","P",1.16026,***,"061324003"
"supply_short","supply_short_vcs_pll",211002,"",1,1,"vcs_pll",1,"8365508",0.0130919,"mA","P",0.194306,***,""
"supply_short","supply_short_vcs_pm_1",211003,"",1,1,"vcs_pm_1",1,"8365508",0.0211253,"mA","P",0.194306,***,""
"supply_short","supply_short_vcs_pm_2",211004,"",1,1,"vcs_pm_2",1,"8365508",0.0150517,"mA","P",0.194306,***,""
"supply_short","supply_short_vcsio_pll",211007,"",1,1,"vcsio_pll",1,"8365508",0.000374525,"mA","P",0.194306,***,""
"supply_short","supply_short_vcsio_ts",211008,"",1,1,"vcsio_ts",1,"8365508",0.00359017,"mA","P",0.194306,***,""
"supply_short","supply_short_vcsio_vs_1",211009,"",1,1,"vcsio_vs_1",1,"8365508",0.00131527,"mA","P",0.194306,***,""
"supply_short","supply_short_vcsio_vs_2",211010,"",1,1,"vcsio_vs_2",1,"8365508",0.00773055,"mA","P",0.194306,***,""
"supply_short","supply_short_vdd_io_clk",211005,"",1,1,"vdd_io_clk",1,"8365508",0.0059932,"mA","P",0.194306,***,""
"supply_short","supply_short_vdd_pll",211006,"",1,1,"vdd_pll",1,"8365508",0.0160382,"mA","P",0.194306,***,""
"supply_short","supply_short_vddio_io_clk",211011,"",1,1,"vddio_io_clk",1,"8365508",0.00460003,"mA","P",0.194306,***,""
"supply_short","supply_short_vddio_pll",211012,"",1,1,"vddio_pll",1,"8365508",0.00573914,"mA","P",0.194306,***,""
"supply_short","supply_short_vddio_rx",211013,"",1,1,"vddio_rx",1,"8365508",0.0672571,"mA","P",0.194306,***,""
"supply_short","supply_short_vddio_tx",211014,"",1,1,"vddio_tx",1,"8365508",0.0671143,"mA","P",0.194306,***,""
"supply_short","supply_short_vdd_core",211001,"",1,1,"vdd_core",1,"8365508",371.165,"mA","P",0.194306,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_0",110001,"",1,1,"io_req_pad_size_0",1,"8365508",0.763243,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_30",110002,"",1,1,"io_req_pad_data_30",1,"8365508",0.763203,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_13",110003,"",1,1,"io_req_pad_data_13",1,"8365508",0.762906,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_5",110004,"",1,1,"io_req_pad_addr_5",1,"8365508",0.762963,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_size_1",110005,"",1,1,"io_req_pad_size_1",1,"8365508",0.763203,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_9",110006,"",1,1,"io_req_pad_addr_9",1,"8365508",0.76297,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_4",110007,"",1,1,"dft_scan_scan_out_pad_o_4",1,"8365508",0.279615,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_8",110008,"",1,1,"io_req_pad_data_8",1,"8365508",0.762956,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_4",110009,"",1,1,"io_req_pad_data_4",1,"8365508",0.76303,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_30",110010,"",1,1,"io_rsp_pad_data_30",1,"8365508",0.278832,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_26",110011,"",1,1,"io_rsp_pad_data_26",1,"8365508",0.277458,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_18",110012,"",1,1,"io_req_pad_data_18",1,"8365508",0.763089,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_8",110013,"",1,1,"io_req_pad_addr_8",1,"8365508",0.76311,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_addr_4",110014,"",1,1,"io_req_pad_addr_4",1,"8365508",0.762929,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_data_21",110015,"",1,1,"io_rsp_pad_data_21",1,"8365508",0.278483,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_req_pad_data_1",110016,"",1,1,"io_req_pad_data_1",1,"8365508",0.762708,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tck_pad_i",110017,"",1,1,"tap_tck_pad_i",1,"8365508",0.762996,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_io_rsp_pad_size_1",110018,"",1,1,"io_rsp_pad_size_1",1,"8365508",0.281224,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_tap_tdi_pad_i",110019,"",1,1,"tap_tdi_pad_i",1,"8365508",0.762948,"V","P",0.223929,***,""
"Continuity_Direct_Pos","cont_row_even_col_even_dft_scan_scan_out_pad_o_2",110020,"",1,1,"dft_scan_scan_out_pad_o_2",1,"8365508",0.27897,"V","P",0.223929,***,""
