Device,Device ID,Wafer,Site,P/F,SW Bin,HW Bin,Time,All Fail Bins
1,"W3,1",1,1,0,"1580",5,221835,""
2,"W4,1",1,1,0,"1132",7,4544,""
3,"W4,1",1,1,0,"1132",7,4520,""
4,"W5,1",1,1,0,"1416",5,29987,""
5,"W6,1",1,1,0,"1580",5,42873,""
6,"W7,1",1,1,0,"1414",5,29085,""
7,"W8,1",1,1,0,"1580",5,43643,""
8,"W9,2",1,1,0,"1580",5,43661,""
9,"W8,2",1,1,0,"1580",5,42801,""
10,"W7,2",1,1,1,"2",2,140902,""
11,"W6,2",1,1,0,"1491",5,29108,""
12,"W5,2",1,1,0,"1580",5,42788,""
13,"W4,2",1,1,1,"2",2,121453,""
14,"W3,2",1,1,0,"1580",5,93481,""
15,"W2,2",1,1,0,"1580",5,42851,""
16,"W1,3",1,1,0,"1580",5,42796,""
17,"W2,3",1,1,0,"1580",5,88421,""
18,"W3,3",1,1,0,"1580",5,90715,""
19,"W4,3",1,1,1,"2",2,122108,""
20,"W5,3",1,1,1,"2",2,130624,""
21,"W6,3",1,1,1,"2",2,108739,""
22,"W7,3",1,1,0,"1412",5,29116,""
23,"W8,3",1,1,1,"2",2,109274,""
24,"W9,3",1,1,0,"1580",5,42765,""
25,"W10,3",1,1,0,"1001",7,1218,""
26,"W10,3",1,1,0,"1001",7,1181,""
27,"W10,4",1,1,0,"1408",5,33789,""
28,"W9,4",1,1,0,"1580",5,42787,""
29,"W8,4",1,1,1,"4",4,77624,""
30,"W7,4",1,1,1,"2",2,117484,""
31,"W6,4",1,1,0,"1580",5,103508,""
32,"W5,4",1,1,1,"4",4,80108,""
33,"W4,4",1,1,1,"2",2,109547,""
34,"W3,4",1,1,0,"1580",5,42798,""
35,"W2,4",1,1,0,"1580",5,42822,""
36,"W1,4",1,1,0,"1580",5,42766,""
37,"W1,5",1,1,0,"1580",5,42775,""
38,"W2,5",1,1,0,"1580",5,42752,""
39,"W3,5",1,1,0,"1416",5,32786,""
40,"W4,5",1,1,0,"1580",5,42837,""
41,"W5,5",1,1,0,"1580",5,91697,""
42,"W6,5",1,1,0,"1580",5,103214,""
43,"W7,5",1,1,1,"2",2,118608,""
44,"W8,5",1,1,1,"4",4,83370,""
45,"W9,5",1,1,0,"1412",5,40696,""
46,"W10,5",1,1,0,"1416",5,32810,""
47,"W10,6",1,1,0,"1580",5,42818,""
48,"W9,6",1,1,0,"1422",5,95647,""
49,"W8,6",1,1,0,"1580",5,85915,""
50,"W7,6",1,1,1,"3",3,144729,""
51,"W6,6",1,1,0,"1580",5,96978,""
52,"W5,6",1,1,1,"2",2,107506,""
53,"W4,6",1,1,0,"1580",5,88889,""
54,"W3,6",1,1,1,"4",4,85793,""
55,"W2,6",1,1,0,"1416",5,29125,""
56,"W1,6",1,1,0,"1580",5,42771,""
57,"W2,7",1,1,0,"1580",5,42772,""
58,"W3,7",1,1,0,"1131",7,4024,""
59,"W3,7",1,1,0,"1131",7,4012,""
60,"W4,7",1,1,0,"1580",5,42754,""
61,"W5,7",1,1,1,"4",4,82861,""
62,"W6,7",1,1,1,"2",2,105890,""
63,"W7,7",1,1,1,"4",4,79936,""
64,"W8,7",1,1,0,"1580",5,42835,""
65,"W9,7",1,1,0,"1493",5,32873,""
66,"W7,8",1,1,0,"1412",5,39092,""
67,"W6,8",1,1,0,"1580",5,90791,""
68,"W5,8",1,1,0,"1580",5,88522,""
69,"W4,8",1,1,0,"1580",5,42741,""
